report_date,region_x,area_cluster_x,station_id,rr_pu_vol,rr_users,total_delivery_vol,delivery_buyer,rr_pu_vol_lag1,total_delivery_vol_lag1,rr_pu_vol_ma7,total_delivery_vol_ma7,dayofweek,month,user_delivery_interaction
2024-09-02,0,0,19,60,55,8459,7550,54.0,15106.0,57.0,11782.5,0,9,465245
2024-09-03,0,0,19,54,46,14626,12342,60.0,8459.0,56.0,12730.333333333334,1,9,672796
2024-09-04,0,0,19,69,58,17979,15011,54.0,14626.0,59.25,14042.5,2,9,1042782
2024-09-05,0,0,19,68,61,16122,13589,69.0,17979.0,61.0,14458.4,3,9,983442
2024-09-06,0,0,19,56,47,18761,15487,68.0,16122.0,60.166666666666664,15175.5,4,9,881767
2024-09-07,0,0,19,83,71,18455,15215,56.0,18761.0,63.42857142857143,15644.0,5,9,1310305
2024-09-08,0,0,19,66,52,15068,12602,83.0,18455.0,65.14285714285714,15638.57142857143,6,9,783536
2024-09-09,0,0,19,75,60,11380,9905,66.0,15068.0,67.28571428571429,16055.857142857143,0,9,682800
2024-09-10,0,0,19,58,47,19202,15387,75.0,11380.0,67.85714285714286,16709.571428571428,1,9,902494
2024-09-11,0,0,19,74,60,21798,17226,58.0,19202.0,68.57142857142857,17255.14285714286,2,9,1307880
2024-09-12,0,0,19,119,94,18835,15502,74.0,21798.0,75.85714285714286,17642.714285714286,3,9,1770490
2024-09-13,0,0,19,113,90,15721,13080,119.0,18835.0,84.0,17208.428571428572,4,9,1414890
2024-09-14,0,0,19,103,90,13673,11312,113.0,15721.0,86.85714285714286,16525.285714285714,5,9,1230570
2024-09-15,0,0,19,78,67,13476,11217,103.0,13673.0,88.57142857142857,16297.857142857143,6,9,902892
2024-09-16,0,0,19,86,68,11256,9692,78.0,13476.0,90.14285714285714,16280.142857142857,0,9,765408
2024-09-17,0,0,19,94,77,18036,14698,86.0,11256.0,95.28571428571429,16113.57142857143,1,9,1388772
2024-09-18,0,0,19,92,73,20585,16771,94.0,18036.0,97.85714285714286,15940.285714285714,2,9,1502705
2024-09-19,0,0,19,99,86,15835,13208,92.0,20585.0,95.0,15511.714285714286,3,9,1361810
2024-09-20,0,0,19,102,85,15324,12673,99.0,15835.0,93.42857142857143,15455.0,4,9,1302540
2024-09-21,0,0,19,74,64,14355,11927,102.0,15324.0,89.28571428571429,15552.42857142857,5,9,918720
2024-09-22,0,0,19,82,63,13260,10985,74.0,14355.0,89.85714285714286,15521.57142857143,6,9,835380
2024-09-23,0,0,19,94,77,8215,7357,82.0,13260.0,91.0,15087.142857142857,0,9,632555
2024-09-24,0,0,19,60,47,17083,14141,94.0,8215.0,86.14285714285714,14951.0,1,9,802901
2024-09-25,0,0,19,75,60,16657,13756,60.0,17083.0,83.71428571428571,14389.857142857143,2,9,999420
2024-09-26,0,0,19,86,75,14410,12008,75.0,16657.0,81.85714285714286,14186.285714285714,3,9,1080750
2024-09-27,0,0,19,76,66,13023,10823,86.0,14410.0,78.14285714285714,13857.57142857143,4,9,859518
2024-09-28,0,0,19,84,79,14095,11486,76.0,13023.0,79.57142857142857,13820.42857142857,5,9,1113505
2024-09-29,0,0,19,61,60,13708,11119,84.0,14095.0,76.57142857142857,13884.42857142857,6,9,822480
2024-09-30,0,0,19,99,82,8930,7852,61.0,13708.0,77.28571428571429,13986.57142857143,0,9,732260
2024-10-01,0,0,19,53,44,18545,14785,99.0,8930.0,76.28571428571429,14195.42857142857,1,10,815980
2024-10-02,0,0,19,84,76,19171,15245,53.0,18545.0,77.57142857142857,14554.57142857143,2,10,1456996
2024-10-03,0,0,19,91,78,20276,16312,84.0,19171.0,78.28571428571429,15392.57142857143,3,10,1581528
2024-10-04,0,0,19,83,70,17867,14675,91.0,20276.0,79.28571428571429,16084.57142857143,4,10,1250690
2024-10-05,0,0,19,89,80,15926,13048,83.0,17867.0,80.0,16346.142857142857,5,10,1274080
