report_date,region_x,area_cluster_x,station_id,rr_pu_vol,rr_users,total_delivery_vol,delivery_buyer,rr_pu_vol_lag1,total_delivery_vol_lag1,rr_pu_vol_ma7,total_delivery_vol_ma7,dayofweek,month,user_delivery_interaction
2024-09-03,0,1,10,44,40,16023,12949,29.0,11756.0,36.5,13889.5,1,9,640920
2024-09-04,0,1,10,33,29,14574,11935,44.0,16023.0,35.333333333333336,14117.666666666666,2,9,422646
2024-09-05,0,1,10,34,22,11231,9456,33.0,14574.0,35.0,13396.0,3,9,247082
2024-09-06,0,1,10,41,40,14294,11803,34.0,11231.0,36.2,13575.6,4,9,571760
2024-09-07,0,1,10,66,53,14561,11965,41.0,14294.0,41.166666666666664,13739.833333333334,5,9,771733
2024-09-08,0,1,10,47,40,12405,10212,66.0,14561.0,42.0,13549.142857142857,6,9,496200
2024-09-09,0,1,10,52,42,9767,8337,47.0,12405.0,45.285714285714285,13265.0,0,9,410214
2024-09-10,0,1,10,52,44,14428,11595,52.0,9767.0,46.42857142857143,13037.142857142857,1,9,634832
2024-09-11,0,1,10,40,34,16231,12875,52.0,14428.0,47.42857142857143,13273.857142857143,2,9,551854
2024-09-12,0,1,10,58,49,16525,13283,40.0,16231.0,50.857142857142854,14030.142857142857,3,9,809725
2024-09-13,0,1,10,61,50,13097,10845,58.0,16525.0,53.714285714285715,13859.142857142857,4,9,654850
2024-09-14,0,1,10,74,59,10338,8666,61.0,13097.0,54.857142857142854,13255.857142857143,5,9,609942
2024-09-15,0,1,10,53,44,9652,8135,74.0,10338.0,55.714285714285715,12862.57142857143,6,9,424688
2024-09-16,0,1,10,51,38,8322,7112,53.0,9652.0,55.57142857142857,12656.142857142857,0,9,316236
2024-09-17,0,1,10,51,37,12548,10274,51.0,8322.0,55.42857142857143,12387.57142857143,1,9,464276
2024-09-18,0,1,10,40,32,12727,10502,51.0,12548.0,55.42857142857143,11887.0,2,9,407264
2024-09-19,0,1,10,47,41,13415,11107,40.0,12727.0,53.857142857142854,11442.714285714286,3,9,550015
2024-09-20,0,1,10,58,41,13290,10964,47.0,13415.0,53.42857142857143,11470.285714285714,4,9,544890
2024-09-21,0,1,10,47,40,10993,9143,58.0,13290.0,49.57142857142857,11563.857142857143,5,9,439720
2024-09-22,0,1,10,42,32,10114,8495,47.0,10993.0,48.0,11629.857142857143,6,9,323648
2024-09-23,0,1,10,53,44,7481,6569,42.0,10114.0,48.285714285714285,11509.714285714286,0,9,329164
2024-09-24,0,1,10,54,42,11749,9886,53.0,7481.0,48.714285714285715,11395.57142857143,1,9,493458
2024-09-25,0,1,10,42,33,13021,10893,54.0,11749.0,49.0,11437.57142857143,2,9,429693
2024-09-26,0,1,10,49,40,11261,9399,42.0,13021.0,49.285714285714285,11129.857142857143,3,9,450440
2024-09-27,0,1,10,54,47,10152,8490,49.0,11261.0,48.714285714285715,10681.57142857143,4,9,477144
2024-09-28,0,1,10,43,35,10156,8419,54.0,10152.0,48.142857142857146,10562.0,5,9,355460
2024-09-29,0,1,10,42,38,10012,8269,43.0,10156.0,48.142857142857146,10547.42857142857,6,9,380456
2024-09-30,0,1,10,61,51,8075,6991,42.0,10012.0,49.285714285714285,10632.285714285714,0,9,411825
