report_date,region_x,area_cluster_x,station_id,rr_pu_vol,rr_users,total_delivery_vol,delivery_buyer,rr_pu_vol_lag1,total_delivery_vol_lag1,rr_pu_vol_ma7,total_delivery_vol_ma7,dayofweek,month,user_delivery_interaction,sale_9_9,sale_10_10,sale_11_11,sale_12_12,payday_sale,sale_event
2024-10-07,0,0,16,46,36,8304,6832,44.0,6394.0,47.142857142857146,9662.142857142857,0,10,298944,0,0,0,0,0,0
2024-10-08,0,0,16,58,45,8561,7012,46.0,8304.0,50.285714285714285,9349.0,1,10,385245,0,0,0,0,0,0
2024-10-09,0,0,16,49,39,11926,9526,58.0,8561.0,49.57142857142857,9332.857142857143,2,10,465114,0,0,0,0,0,0
2024-10-10,0,0,16,60,46,9650,7848,49.0,11926.0,50.85714285714285,9222.857142857143,3,10,443900,0,1,0,0,0,1
2024-10-11,0,0,16,68,61,10970,8637,60.0,9650.0,52.71428571428572,9268.857142857143,4,10,669170,0,0,0,0,0,0
2024-10-12,0,0,16,65,54,9741,7951,68.0,10970.0,55.71428571428572,9363.714285714286,5,10,526014,0,0,0,0,0,0
2024-10-13,0,0,16,50,39,9272,7705,65.0,9741.0,56.57142857142857,9774.857142857143,6,10,361608,0,0,0,0,0,0
2024-10-14,0,0,16,70,51,9770,8001,50.0,9272.0,60.0,9984.285714285714,0,10,498270,0,0,0,0,0,0
2024-10-15,0,0,16,55,45,10264,8307,70.0,9770.0,59.57142857142857,10227.57142857143,1,10,461880,0,0,0,0,1,1
2024-10-16,0,0,16,68,56,10996,8911,55.0,10264.0,62.285714285714285,10094.714285714286,2,10,615776,0,0,0,0,0,0
2024-10-17,0,0,16,58,49,11537,9318,68.0,10996.0,62.0,10364.285714285714,3,10,565313,0,0,0,0,0,0
2024-10-18,0,0,16,66,61,9476,7675,58.0,11537.0,61.71428571428572,10150.857142857143,4,10,578036,0,0,0,0,0,0
2024-10-19,0,0,16,40,32,8885,7056,66.0,9476.0,58.142857142857146,10028.57142857143,5,10,284320,0,0,0,0,0,0
2024-10-20,0,0,16,43,40,6909,5678,40.0,8885.0,57.142857142857146,9691.0,6,10,276360,0,0,0,0,0,0
2024-10-21,0,0,16,64,48,6909,5651,43.0,6909.0,56.285714285714285,9282.285714285714,0,10,331632,0,0,0,0,0,0
2024-10-22,0,0,16,46,37,10235,8296,64.0,6909.0,55.0,9278.142857142857,1,10,378695,0,0,0,0,0,0
2024-10-23,0,0,16,50,41,8788,7202,46.0,10235.0,52.42857142857143,8962.714285714286,2,10,360308,0,0,0,0,0,0
2024-10-24,0,0,16,33,27,7629,6223,50.0,8788.0,48.85714285714285,8404.42857142857,3,10,205983,0,0,0,0,0,0
2024-10-25,0,0,16,0,0,3096,2689,33.0,7629.0,39.42857142857143,7493.0,4,10,0,0,0,0,0,0,0
2024-10-26,0,0,16,0,0,10460,8107,0.0,3096.0,33.714285714285715,7718.0,5,10,0,0,0,0,0,0,0
2024-10-27,0,0,16,95,77,7885,6551,0.0,10460.0,41.142857142857146,7857.428571428572,6,10,607145,0,0,0,0,0,0
2024-10-28,0,0,16,84,65,8068,6565,95.0,7885.0,44.0,8023.0,0,10,524420,0,0,0,0,0,0
2024-10-29,0,0,16,54,46,10820,8666,84.0,8068.0,45.142857142857146,8106.571428571428,1,10,497720,0,0,0,0,0,0
2024-10-30,0,0,16,57,48,7707,6417,54.0,10820.0,46.142857142857146,7952.142857142857,2,10,369936,0,0,0,0,1,1
2024-10-31,0,0,16,45,36,8719,7049,57.0,7707.0,47.85714285714285,8107.857142857143,3,10,313884,0,0,0,0,0,0
2024-11-01,0,0,16,24,21,5892,4828,45.0,8719.0,51.285714285714285,8507.285714285714,4,11,123732,0,0,0,0,0,0
2024-11-02,0,0,16,33,19,3763,3143,24.0,5892.0,56.0,7550.571428571428,5,11,71497,0,0,0,0,0,0
2024-11-03,0,0,16,14,8,4467,3914,33.0,3763.0,44.42857142857143,7062.285714285715,6,11,35736,0,0,0,0,0,0
2024-11-04,0,0,16,38,31,7039,5866,14.0,4467.0,37.85714285714285,6915.285714285715,0,11,218209,0,0,0,0,0,0
2024-11-05,0,0,16,41,31,8662,7300,38.0,7039.0,36.0,6607.0,1,11,268522,0,0,0,0,0,0
2024-11-06,0,0,16,53,41,9058,7517,41.0,8662.0,35.42857142857143,6800.0,2,11,371378,0,0,0,0,0,0
2024-11-07,0,0,16,38,29,10724,8596,53.0,9058.0,34.42857142857143,7086.428571428572,3,11,310996,0,0,0,0,0,0
2024-11-08,0,0,16,46,44,8977,7210,38.0,10724.0,37.57142857142857,7527.142857142857,4,11,394988,0,0,0,0,0,0
2024-11-09,0,0,16,24,22,8214,6554,46.0,8977.0,36.285714285714285,8163.0,5,11,180708,0,0,0,0,0,0
2024-11-10,0,0,16,28,27,6665,5372,24.0,8214.0,38.285714285714285,8477.0,6,11,179955,0,0,0,0,0,0
2024-11-11,0,0,16,50,40,7689,6243,28.0,6665.0,40.0,8569.857142857143,0,11,307560,0,0,1,0,0,1
2024-11-12,0,0,16,49,41,13053,10157,50.0,7689.0,41.142857142857146,9197.142857142857,1,11,535173,0,0,0,0,0,0
2024-11-13,0,0,16,54,44,13675,10849,49.0,13053.0,41.285714285714285,9856.714285714286,2,11,601700,0,0,0,0,0,0
2024-11-14,0,0,16,57,50,11391,9236,54.0,13675.0,44.0,9952.0,3,11,569550,0,0,0,0,0,0
2024-11-15,0,0,16,85,75,9699,7817,57.0,11391.0,49.57142857142857,10055.142857142857,4,11,727425,0,0,0,0,1,1
2024-11-16,0,0,16,53,44,9003,7173,85.0,9699.0,53.71428571428572,10167.857142857143,5,11,396132,0,0,0,0,0,0
2024-11-17,0,0,16,32,29,8304,6604,53.0,9003.0,54.285714285714285,10402.0,6,11,240816,0,0,0,0,0,0
2024-11-18,0,0,16,65,56,8938,7044,32.0,8304.0,56.42857142857143,10580.42857142857,0,11,500528,0,0,0,0,0,0
2024-11-19,0,0,16,60,51,11231,8929,65.0,8938.0,58.0,10320.142857142857,1,11,572781,0,0,0,0,0,0
2024-11-20,0,0,16,66,56,9773,8017,60.0,11231.0,59.71428571428572,9762.714285714286,2,11,547288,0,0,0,0,0,0
2024-11-21,0,0,16,63,53,6542,5611,66.0,9773.0,60.57142857142857,9070.0,3,11,346726,0,0,0,0,0,0
2024-11-22,0,0,16,59,48,6913,5903,63.0,6542.0,56.85714285714285,8672.0,4,11,331824,0,0,0,0,0,0
2024-11-23,0,0,16,48,40,6900,5711,59.0,6913.0,56.142857142857146,8371.57142857143,5,11,276000,0,0,0,0,0,0
2024-11-24,0,0,16,43,42,4618,3978,48.0,6900.0,57.71428571428572,7845.0,6,11,193956,0,0,0,0,0,0
2024-11-25,0,0,16,48,42,5938,4985,43.0,4618.0,55.285714285714285,7416.428571428572,0,11,249396,0,0,0,0,0,0
2024-11-26,0,0,16,44,38,7254,6118,48.0,5938.0,53.0,6848.285714285715,1,11,275652,0,0,0,0,0,0
2024-11-27,0,0,16,53,40,8224,6817,44.0,7254.0,51.142857142857146,6627.0,2,11,328960,0,0,0,0,0,0
2024-11-28,0,0,16,61,47,6545,5519,53.0,8224.0,50.85714285714285,6627.428571428572,3,11,307615,0,0,0,0,0,0
2024-11-29,0,0,16,44,39,6564,5433,61.0,6545.0,48.71428571428572,6577.571428571428,4,11,255996,0,0,0,0,0,0
2024-11-30,0,0,16,49,42,5627,4701,44.0,6564.0,48.85714285714285,6395.714285714285,5,11,236334,0,0,0,1,1,1
2024-12-01,0,0,16,46,38,5794,4725,49.0,5627.0,49.285714285714285,6563.714285714285,6,12,220172,0,0,0,1,0,1
2024-12-02,0,0,16,62,46,6388,5328,46.0,5794.0,51.285714285714285,6628.0,0,12,293848,0,0,0,1,0,1
2024-12-03,0,0,16,58,50,9334,7754,62.0,6388.0,53.285714285714285,6925.142857142857,1,12,466700,0,0,0,1,0,1
2024-12-04,0,0,16,73,66,9096,7709,58.0,9334.0,56.142857142857146,7049.714285714285,2,12,600336,0,0,0,1,0,1
2024-12-05,0,0,16,71,60,8769,7211,73.0,9096.0,57.57142857142857,7367.428571428572,3,12,526140,0,0,0,1,0,1
2024-12-06,0,0,16,51,43,7965,6632,71.0,8769.0,58.57142857142857,7567.571428571428,4,12,342495,0,0,0,1,0,1
2024-12-07,0,0,16,52,45,8828,7119,51.0,7965.0,59.0,8024.857142857143,5,12,397260,0,0,0,1,0,1
2024-12-08,0,0,16,37,34,6049,5071,52.0,8828.0,57.71428571428572,8061.285714285715,6,12,205666,0,0,0,1,0,1
2024-12-09,0,0,16,67,61,8850,7244,37.0,6049.0,58.42857142857143,8413.0,0,12,539850,0,0,0,1,0,1
2024-12-10,0,0,16,55,45,8613,7253,67.0,8850.0,58.0,8310.0,1,12,387585,0,0,0,1,0,1
2024-12-11,0,0,16,51,38,11855,9500,55.0,8613.0,54.85714285714285,8704.142857142857,2,12,450490,0,0,0,1,0,1
2024-12-12,0,0,16,66,59,10162,8367,51.0,11855.0,54.142857142857146,8903.142857142857,3,12,599558,0,0,0,1,0,1
2024-12-13,0,0,16,56,49,10571,8790,66.0,10162.0,54.85714285714285,9275.42857142857,4,12,517979,0,0,0,1,0,1
2024-12-14,0,0,16,44,36,12297,9912,56.0,10571.0,53.71428571428572,9771.0,5,12,442692,0,0,0,1,0,1
2024-12-15,0,0,16,67,65,9421,7862,44.0,12297.0,58.0,10252.714285714286,6,12,612365,0,0,0,1,1,1
2024-12-16,0,0,16,69,56,11803,9557,67.0,9421.0,58.285714285714285,10674.57142857143,0,12,660968,0,0,0,0,0,0
2024-12-17,0,0,16,85,72,10747,8972,69.0,11803.0,62.57142857142857,10979.42857142857,1,12,773784,0,0,0,0,0,0
2024-12-18,0,0,16,79,71,12036,9748,85.0,10747.0,66.57142857142857,11005.285714285714,2,12,854556,0,0,0,0,0,0
2024-12-19,0,0,16,90,80,11498,9301,79.0,12036.0,70.0,11196.142857142857,3,12,919840,0,0,0,0,0,0
2024-12-20,0,0,16,77,67,9041,7406,90.0,11498.0,73.0,10977.57142857143,4,12,605747,0,0,0,0,0,0
2024-12-21,0,0,16,52,45,8953,7240,77.0,9041.0,74.14285714285714,10499.857142857143,5,12,402885,0,0,0,0,0,0
2024-12-22,0,0,16,47,43,5944,4984,52.0,8953.0,71.28571428571429,10003.142857142857,6,12,255592,0,0,0,0,0,0
2024-12-23,0,0,16,60,45,9224,7394,47.0,5944.0,70.0,9634.714285714286,0,12,415080,0,0,0,0,0,0
2024-12-24,0,0,16,39,33,5246,4368,60.0,9224.0,63.42857142857143,8848.857142857143,1,12,173118,0,0,0,0,0,0
2024-12-26,0,0,16,68,60,5740,4771,39.0,5246.0,61.85714285714285,7949.428571428572,3,12,344400,0,0,0,0,0,0
2024-12-27,0,0,16,34,29,10589,8293,68.0,5740.0,53.85714285714285,7819.571428571428,4,12,307081,0,0,0,0,0,0
2024-12-28,0,0,16,48,36,8393,6850,34.0,10589.0,49.71428571428572,7727.0,5,12,302148,0,0,0,0,0,0
2024-12-29,0,0,16,42,39,8769,7323,48.0,8393.0,48.285714285714285,7700.714285714285,6,12,341991,0,0,0,0,0,0
2024-12-30,0,0,16,44,37,8897,7100,42.0,8769.0,47.85714285714285,8122.571428571428,0,12,329189,0,0,0,0,1,1
2024-12-31,0,0,16,32,27,4963,4285,44.0,8897.0,43.85714285714285,7513.857142857143,1,12,134001,0,0,0,0,0,0
