report_date,region,area_cluster,station_id,total_delivery_vol,delivery_buyer
2024-09-18,NCR,NCR1 Metro Manila West,1770,11039,8976
2024-09-18,NCR,NCR1 Metro Manila West,2180,10238,8242
2024-09-18,NCR,NCR1 Metro Manila West,2266,20585,16771
2024-09-18,NCR,NCR1 Metro Manila West,3062,12815,10248
2024-09-18,NCR,NCR2 Metro Manila East,7,19854,16045
2024-09-18,NCR,NCR2 Metro Manila East,18,16872,13737
2024-09-18,NCR,NCR2 Metro Manila East,19,10565,8583
2024-09-18,NCR,NCR2 Metro Manila East,1232,12727,10502
2024-09-18,NCR,NCR2 Metro Manila East,1242,16242,13205
2024-09-18,NCR,NCR2 Metro Manila East,1365,18975,15619
2024-09-18,NCR,NCR2 Metro Manila East,2201,18294,14749
2024-09-18,NCR,NCR2 Metro Manila East,2384,15208,12417
2024-09-18,NCR,NCR2 Metro Manila East,2647,10110,8253
2024-09-18,NCR,NCR2 Metro Manila East,2680,14208,11539
2024-09-18,NOL,NOL5 Bulacan,903,18845,15494
2024-09-18,SOL,SOL1 Laguna/Tanay,20,13426,11025
2024-09-18,SOL,SOL2 Cavite,273,9592,7718
2024-09-18,SOL,SOL2 Cavite,1476,9577,7858
2024-09-18,SOL,SOL2 Cavite,1705,16858,13735
2024-09-18,SOL,SOL2 Cavite,2268,10838,8810
2024-09-19,NCR,NCR1 Metro Manila West,9,13591,10789
2024-09-19,NCR,NCR1 Metro Manila West,11,7931,6627
2024-09-19,NCR,NCR1 Metro Manila West,13,9998,8364
2024-09-19,NCR,NCR1 Metro Manila West,434,17475,14695
2024-09-19,NCR,NCR1 Metro Manila West,1707,13644,11440
2024-09-19,NCR,NCR1 Metro Manila West,1770,9363,7754
2024-09-19,NCR,NCR1 Metro Manila West,2180,8289,6773
2024-09-19,NCR,NCR1 Metro Manila West,2266,15835,13208
2024-09-19,NCR,NCR1 Metro Manila West,3062,11302,9120
2024-09-19,NCR,NCR2 Metro Manila East,7,20304,16526
2024-09-19,NCR,NCR2 Metro Manila East,18,15543,12852
2024-09-19,NCR,NCR2 Metro Manila East,19,8700,7233
2024-09-19,NCR,NCR2 Metro Manila East,1232,13415,11107
2024-09-19,NCR,NCR2 Metro Manila East,1242,14646,12042
2024-09-19,NCR,NCR2 Metro Manila East,1365,15870,13193
2024-09-19,NCR,NCR2 Metro Manila East,2201,14622,12142
2024-09-19,NCR,NCR2 Metro Manila East,2384,13174,10900
2024-09-19,NCR,NCR2 Metro Manila East,2647,8034,6725
2024-09-19,NCR,NCR2 Metro Manila East,2680,10929,9144
2024-09-19,NOL,NOL5 Bulacan,903,16855,14094
2024-09-19,SOL,SOL1 Laguna/Tanay,20,10511,8842
2024-09-19,SOL,SOL2 Cavite,273,7389,6189
2024-09-19,SOL,SOL2 Cavite,1476,9720,8014
2024-09-19,SOL,SOL2 Cavite,1705,14529,12146
2024-09-19,SOL,SOL2 Cavite,2268,8870,7376
2024-09-20,NCR,NCR1 Metro Manila West,9,12451,9929
2024-09-20,NCR,NCR1 Metro Manila West,11,7820,6471
2024-09-20,NCR,NCR1 Metro Manila West,13,8808,7378
2024-09-20,NCR,NCR1 Metro Manila West,434,16999,14222
2024-09-20,NCR,NCR1 Metro Manila West,1707,12377,10381
2024-09-20,NCR,NCR1 Metro Manila West,1770,8770,7106
2024-09-20,NCR,NCR1 Metro Manila West,2180,8000,6543
2024-09-20,NCR,NCR1 Metro Manila West,2266,15324,12673
2024-09-20,NCR,NCR1 Metro Manila West,3062,10519,8606
2024-09-20,NCR,NCR2 Metro Manila East,7,17405,14056
2024-09-20,NCR,NCR2 Metro Manila East,18,12907,10769
2024-09-20,NCR,NCR2 Metro Manila East,19,8074,6778
2024-09-20,NCR,NCR2 Metro Manila East,1232,13290,10964
2024-09-20,NCR,NCR2 Metro Manila East,1242,12158,10098
2024-09-20,NCR,NCR2 Metro Manila East,1365,15342,12758
2024-09-20,NCR,NCR2 Metro Manila East,2201,16644,13450
2024-09-20,NCR,NCR2 Metro Manila East,2384,11500,9599
2024-09-20,NCR,NCR2 Metro Manila East,2647,7305,6114
2024-09-20,NCR,NCR2 Metro Manila East,2680,12028,9961
2024-09-20,NOL,NOL5 Bulacan,903,15267,12792
2024-09-20,SOL,SOL1 Laguna/Tanay,20,10136,8527
2024-09-20,SOL,SOL2 Cavite,273,7437,6127
2024-09-20,SOL,SOL2 Cavite,1476,8312,6881
2024-09-20,SOL,SOL2 Cavite,1705,12858,10784
2024-09-20,SOL,SOL2 Cavite,2268,8290,6953
2024-09-21,NCR,NCR1 Metro Manila West,9,11321,9002
2024-09-21,NCR,NCR1 Metro Manila West,11,6818,5722
2024-09-21,NCR,NCR1 Metro Manila West,13,9153,7592
2024-09-21,NCR,NCR1 Metro Manila West,434,15526,12947
2024-09-21,NCR,NCR1 Metro Manila West,1707,12500,10454
2024-09-21,NCR,NCR1 Metro Manila West,1770,8557,6895
2024-09-21,NCR,NCR1 Metro Manila West,2180,7602,6138
2024-09-21,NCR,NCR1 Metro Manila West,2266,14355,11927
2024-09-21,NCR,NCR1 Metro Manila West,3062,10277,8258
2024-09-21,NCR,NCR2 Metro Manila East,7,15324,12293
2024-09-21,NCR,NCR2 Metro Manila East,18,11784,9852
2024-09-21,NCR,NCR2 Metro Manila East,19,7346,6100
2024-09-21,NCR,NCR2 Metro Manila East,1232,10993,9143
2024-09-21,NCR,NCR2 Metro Manila East,1242,10914,8988
2024-09-21,NCR,NCR2 Metro Manila East,1365,14246,11767
2024-09-21,NCR,NCR2 Metro Manila East,2201,14045,11432
2024-09-21,NCR,NCR2 Metro Manila East,2384,10927,9121
2024-09-21,NCR,NCR2 Metro Manila East,2647,7001,5844
2024-09-21,NCR,NCR2 Metro Manila East,2680,10587,8868
2024-09-21,NOL,NOL5 Bulacan,903,14548,12121
2024-09-21,SOL,SOL1 Laguna/Tanay,20,10157,8522
2024-09-21,SOL,SOL2 Cavite,273,7307,5953
2024-09-21,SOL,SOL2 Cavite,1476,8292,6774
2024-09-21,SOL,SOL2 Cavite,1705,12947,10884
2024-09-21,SOL,SOL2 Cavite,2268,8211,6767
2024-09-22,NCR,NCR1 Metro Manila West,9,10279,8318
2024-09-22,NCR,NCR1 Metro Manila West,11,5388,4622
2024-09-22,NCR,NCR1 Metro Manila West,13,8316,6930
2024-09-22,NCR,NCR1 Metro Manila West,434,12947,10767
2024-09-22,NCR,NCR1 Metro Manila West,1707,10336,8733
2024-09-22,NCR,NCR1 Metro Manila West,1770,7106,5848
2024-09-22,NCR,NCR1 Metro Manila West,2180,6685,5441
2024-09-22,NCR,NCR1 Metro Manila West,2266,13260,10985
2024-09-22,NCR,NCR1 Metro Manila West,3062,7926,6626
2024-09-22,NCR,NCR2 Metro Manila East,7,11285,9615
2024-09-22,NCR,NCR2 Metro Manila East,18,10507,8880
2024-09-22,NCR,NCR2 Metro Manila East,19,5934,5012
2024-09-22,NCR,NCR2 Metro Manila East,1232,10114,8495
2024-09-22,NCR,NCR2 Metro Manila East,1242,8947,7458
2024-09-22,NCR,NCR2 Metro Manila East,1365,11895,9967
2024-09-22,NCR,NCR2 Metro Manila East,2201,10731,8929
2024-09-22,NCR,NCR2 Metro Manila East,2384,11349,9462
2024-09-22,NCR,NCR2 Metro Manila East,2647,6268,5240
2024-09-22,NCR,NCR2 Metro Manila East,2680,8986,7564
2024-09-22,NOL,NOL5 Bulacan,903,13088,11073
2024-09-22,SOL,SOL1 Laguna/Tanay,20,9120,7631
2024-09-22,SOL,SOL2 Cavite,273,5892,5001
2024-09-22,SOL,SOL2 Cavite,1476,7332,6156
2024-09-22,SOL,SOL2 Cavite,1705,11468,9730
2024-09-22,SOL,SOL2 Cavite,2268,7448,6157
2024-09-23,NCR,NCR1 Metro Manila West,9,8173,6906
2024-09-23,NCR,NCR1 Metro Manila West,11,5922,5042
2024-09-23,NCR,NCR1 Metro Manila West,13,4930,4393
2024-09-23,NCR,NCR1 Metro Manila West,434,15712,13174
2024-09-23,NCR,NCR1 Metro Manila West,1707,8635,7445
2024-09-23,NCR,NCR1 Metro Manila West,1770,7964,6478
2024-09-23,NCR,NCR1 Metro Manila West,2180,4279,3772
2024-09-23,NCR,NCR1 Metro Manila West,2266,8215,7357
2024-09-23,NCR,NCR1 Metro Manila West,3062,7223,6117
2024-09-23,NCR,NCR2 Metro Manila East,7,15044,12061
2024-09-23,NCR,NCR2 Metro Manila East,18,7736,6845
2024-09-23,NCR,NCR2 Metro Manila East,19,5075,4452
2024-09-23,NCR,NCR2 Metro Manila East,1232,7481,6569
2024-09-23,NCR,NCR2 Metro Manila East,1242,8703,7486
2024-09-23,NCR,NCR2 Metro Manila East,1365,9409,8245
2024-09-23,NCR,NCR2 Metro Manila East,2201,10681,9041
2024-09-23,NCR,NCR2 Metro Manila East,2384,7315,6518
2024-09-23,NCR,NCR2 Metro Manila East,2647,4161,3743
2024-09-23,NCR,NCR2 Metro Manila East,2680,7421,6500
2024-09-23,NOL,NOL5 Bulacan,903,8664,7646
2024-09-23,SOL,SOL1 Laguna/Tanay,20,6240,5548
2024-09-23,SOL,SOL2 Cavite,273,5017,4235
2024-09-23,SOL,SOL2 Cavite,1476,5020,4405
2024-09-23,SOL,SOL2 Cavite,1705,7901,7009
2024-09-23,SOL,SOL2 Cavite,2268,4884,4306
2024-09-24,NCR,NCR1 Metro Manila West,9,13215,10399
2024-09-24,NCR,NCR1 Metro Manila West,11,8385,6922
2024-09-24,NCR,NCR1 Metro Manila West,13,10462,8666
2024-09-24,NCR,NCR1 Metro Manila West,434,17892,14693
2024-09-24,NCR,NCR1 Metro Manila West,1707,14867,12249
2024-09-24,NCR,NCR1 Metro Manila West,1770,10863,8846
2024-09-24,NCR,NCR1 Metro Manila West,2180,8828,7176
2024-09-24,NCR,NCR1 Metro Manila West,2266,17083,14141
2024-09-24,NCR,NCR1 Metro Manila West,3062,10276,8495
2024-09-24,NCR,NCR2 Metro Manila East,7,17227,13950
2024-09-24,NCR,NCR2 Metro Manila East,18,13944,11600
2024-09-24,NCR,NCR2 Metro Manila East,19,8719,7199
2024-09-24,NCR,NCR2 Metro Manila East,1232,11749,9886
2024-09-24,NCR,NCR2 Metro Manila East,1242,14302,11524
2024-09-24,NCR,NCR2 Metro Manila East,1365,17202,14141
2024-09-24,NCR,NCR2 Metro Manila East,2201,15058,12254
2024-09-24,NCR,NCR2 Metro Manila East,2384,12342,10263
2024-09-24,NCR,NCR2 Metro Manila East,2647,7990,6672
2024-09-24,NCR,NCR2 Metro Manila East,2680,10466,8748
2024-09-24,NOL,NOL5 Bulacan,903,16682,13816
2024-09-24,SOL,SOL1 Laguna/Tanay,20,8821,7586
2024-09-24,SOL,SOL2 Cavite,273,7187,5862
2024-09-24,SOL,SOL2 Cavite,1476,7906,6616
2024-09-24,SOL,SOL2 Cavite,1705,11812,10092
2024-09-24,SOL,SOL2 Cavite,2268,7627,6395
2024-09-25,NCR,NCR1 Metro Manila West,9,13921,10932
2024-09-25,NCR,NCR1 Metro Manila West,11,8661,7089
2024-09-25,NCR,NCR1 Metro Manila West,13,10519,8751
2024-09-25,NCR,NCR1 Metro Manila West,434,15684,13258
2024-09-25,NCR,NCR1 Metro Manila West,1707,14119,11823
2024-09-25,NCR,NCR1 Metro Manila West,1770,9626,7877
2024-09-25,NCR,NCR1 Metro Manila West,2180,8850,7156
2024-09-25,NCR,NCR1 Metro Manila West,2266,16657,13756
2024-09-25,NCR,NCR1 Metro Manila West,3062,11835,9578
2024-09-25,NCR,NCR2 Metro Manila East,7,19268,15616
2024-09-25,NCR,NCR2 Metro Manila East,18,14277,11885
2024-09-25,NCR,NCR2 Metro Manila East,19,8481,7096
2024-09-25,NCR,NCR2 Metro Manila East,1232,13021,10893
2024-09-25,NCR,NCR2 Metro Manila East,1242,13775,11211
2024-09-25,NCR,NCR2 Metro Manila East,1365,16243,13444
2024-09-25,NCR,NCR2 Metro Manila East,2201,16466,13370
2024-09-25,NCR,NCR2 Metro Manila East,2384,13094,10894
2024-09-25,NCR,NCR2 Metro Manila East,2647,8261,6947
2024-09-25,NCR,NCR2 Metro Manila East,2680,11379,9601
2024-09-25,NOL,NOL5 Bulacan,903,15826,13350
2024-09-25,SOL,SOL1 Laguna/Tanay,20,12807,10610
2024-09-25,SOL,SOL2 Cavite,273,8363,6834
2024-09-25,SOL,SOL2 Cavite,1476,9220,7656
2024-09-25,SOL,SOL2 Cavite,1705,14746,12332
2024-09-25,SOL,SOL2 Cavite,2268,9886,8107
2024-09-26,NCR,NCR1 Metro Manila West,9,11980,9564
2024-09-26,NCR,NCR1 Metro Manila West,11,7255,6004
2024-09-26,NCR,NCR1 Metro Manila West,13,8669,7261
2024-09-26,NCR,NCR1 Metro Manila West,434,17339,14353
2024-09-26,NCR,NCR1 Metro Manila West,1707,13038,10968
2024-09-26,NCR,NCR1 Metro Manila West,1770,9520,7733
2024-09-26,NCR,NCR1 Metro Manila West,2180,7772,6405
2024-09-26,NCR,NCR1 Metro Manila West,2266,14410,12008
2024-09-26,NCR,NCR1 Metro Manila West,3062,9970,8095
2024-09-26,NCR,NCR2 Metro Manila East,7,18079,14603
2024-09-26,NCR,NCR2 Metro Manila East,18,12052,10102
2024-09-26,NCR,NCR2 Metro Manila East,19,7790,6537
2024-09-26,NCR,NCR2 Metro Manila East,1232,11261,9399
2024-09-26,NCR,NCR2 Metro Manila East,1242,11921,9857
2024-09-26,NCR,NCR2 Metro Manila East,1365,14289,11955
2024-09-26,NCR,NCR2 Metro Manila East,2201,14069,11536
2024-09-26,NCR,NCR2 Metro Manila East,2384,11199,9394
2024-09-26,NCR,NCR2 Metro Manila East,2647,7110,5951
2024-09-26,NCR,NCR2 Metro Manila East,2680,11222,9344
2024-09-26,NOL,NOL5 Bulacan,903,14336,11992
2024-09-26,SOL,SOL1 Laguna/Tanay,20,10650,8925
2024-09-26,SOL,SOL2 Cavite,273,7578,6283
2024-09-26,SOL,SOL2 Cavite,1476,8165,6781
2024-09-26,SOL,SOL2 Cavite,1705,12668,10698
2024-09-26,SOL,SOL2 Cavite,2268,8122,6804
2024-09-27,NCR,NCR1 Metro Manila West,9,11224,8977
2024-09-27,NCR,NCR1 Metro Manila West,11,6477,5422
2024-09-27,NCR,NCR1 Metro Manila West,13,8172,6841
2024-09-27,NCR,NCR1 Metro Manila West,434,15028,12522
2024-09-27,NCR,NCR1 Metro Manila West,1707,11414,9488
2024-09-27,NCR,NCR1 Metro Manila West,1770,8165,6643
2024-09-27,NCR,NCR1 Metro Manila West,2180,7109,5822
2024-09-27,NCR,NCR1 Metro Manila West,2266,13023,10823
2024-09-27,NCR,NCR1 Metro Manila West,3062,9314,7623
2024-09-27,NCR,NCR2 Metro Manila East,7,15119,12236
2024-09-27,NCR,NCR2 Metro Manila East,18,11076,9313
2024-09-27,NCR,NCR2 Metro Manila East,19,7016,5852
2024-09-27,NCR,NCR2 Metro Manila East,1232,10152,8490
2024-09-27,NCR,NCR2 Metro Manila East,1242,11301,9270
2024-09-27,NCR,NCR2 Metro Manila East,1365,12742,10625
2024-09-27,NCR,NCR2 Metro Manila East,2201,12605,10323
2024-09-27,NCR,NCR2 Metro Manila East,2384,10169,8450
2024-09-27,NCR,NCR2 Metro Manila East,2647,6375,5351
2024-09-27,NCR,NCR2 Metro Manila East,2680,9141,7741
2024-09-27,NOL,NOL5 Bulacan,903,13081,10955
2024-09-27,SOL,SOL1 Laguna/Tanay,20,8669,7382
2024-09-27,SOL,SOL2 Cavite,273,6714,5562
2024-09-27,SOL,SOL2 Cavite,1476,7332,6104
2024-09-27,SOL,SOL2 Cavite,1705,10819,9247
2024-09-27,SOL,SOL2 Cavite,2268,7222,6028
2024-09-28,NCR,NCR1 Metro Manila West,9,10860,8530
2024-09-28,NCR,NCR1 Metro Manila West,11,6509,5305
2024-09-28,NCR,NCR1 Metro Manila West,13,8652,7081
2024-09-28,NCR,NCR1 Metro Manila West,434,14771,12071
2024-09-28,NCR,NCR1 Metro Manila West,1707,11519,9413
2024-09-28,NCR,NCR1 Metro Manila West,1770,8691,6883
2024-09-28,NCR,NCR1 Metro Manila West,2180,7467,5932
2024-09-28,NCR,NCR1 Metro Manila West,2266,14095,11486
2024-09-28,NCR,NCR1 Metro Manila West,3062,9109,7340
2024-09-28,NCR,NCR2 Metro Manila East,7,13865,11045
2024-09-28,NCR,NCR2 Metro Manila East,18,11478,9316
2024-09-28,NCR,NCR2 Metro Manila East,19,7338,5984
2024-09-28,NCR,NCR2 Metro Manila East,1232,10156,8419
2024-09-28,NCR,NCR2 Metro Manila East,1242,10046,8148
2024-09-28,NCR,NCR2 Metro Manila East,1365,13645,11107
2024-09-28,NCR,NCR2 Metro Manila East,2201,11796,9438
2024-09-28,NCR,NCR2 Metro Manila East,2384,10842,8806
2024-09-28,NCR,NCR2 Metro Manila East,2647,7018,5746
2024-09-28,NCR,NCR2 Metro Manila East,2680,9258,7651
2024-09-28,NOL,NOL5 Bulacan,903,13545,11011
2024-09-28,SOL,SOL1 Laguna/Tanay,20,9358,7789
2024-09-28,SOL,SOL2 Cavite,273,6764,5402
2024-09-28,SOL,SOL2 Cavite,1476,7152,5966
2024-09-28,SOL,SOL2 Cavite,1705,11576,9644
2024-09-28,SOL,SOL2 Cavite,2268,7221,5981
2024-09-29,NCR,NCR1 Metro Manila West,9,9630,7716
2024-09-29,NCR,NCR1 Metro Manila West,11,6007,4976
2024-09-29,NCR,NCR1 Metro Manila West,13,8449,6940
2024-09-29,NCR,NCR1 Metro Manila West,434,12202,10142
2024-09-29,NCR,NCR1 Metro Manila West,1707,10479,8754
2024-09-29,NCR,NCR1 Metro Manila West,1770,6337,5201
2024-09-29,NCR,NCR1 Metro Manila West,2180,7145,5761
2024-09-29,NCR,NCR1 Metro Manila West,2266,13708,11119
2024-09-29,NCR,NCR1 Metro Manila West,3062,8889,7120
2024-09-29,NCR,NCR2 Metro Manila East,7,11305,9321
2024-09-29,NCR,NCR2 Metro Manila East,18,9952,8256
2024-09-29,NCR,NCR2 Metro Manila East,19,6636,5425
2024-09-29,NCR,NCR2 Metro Manila East,1232,10012,8269
2024-09-29,NCR,NCR2 Metro Manila East,1242,9431,7708
2024-09-29,NCR,NCR2 Metro Manila East,1365,12243,10014
2024-09-29,NCR,NCR2 Metro Manila East,2201,7985,6833
2024-09-29,NCR,NCR2 Metro Manila East,2384,10305,8410
2024-09-29,NCR,NCR2 Metro Manila East,2647,6390,5274
2024-09-29,NCR,NCR2 Metro Manila East,2680,9593,7996
2024-09-29,NOL,NOL5 Bulacan,903,13275,10983
2024-09-29,SOL,SOL1 Laguna/Tanay,20,9319,7778
2024-09-29,SOL,SOL2 Cavite,273,6082,5049
2024-09-29,SOL,SOL2 Cavite,1476,7419,6034
2024-09-29,SOL,SOL2 Cavite,1705,12173,10185
2024-09-29,SOL,SOL2 Cavite,2268,7476,6198
2024-09-30,NCR,NCR1 Metro Manila West,9,7785,6560
2024-09-30,NCR,NCR1 Metro Manila West,11,5450,4611
2024-09-30,NCR,NCR1 Metro Manila West,13,4989,4408
2024-09-30,NCR,NCR1 Metro Manila West,434,13487,11297
2024-09-30,NCR,NCR1 Metro Manila West,1707,8529,7395
2024-09-30,NCR,NCR1 Metro Manila West,1770,6939,5627
2024-09-30,NCR,NCR1 Metro Manila West,2180,4387,3837
2024-09-30,NCR,NCR1 Metro Manila West,2266,8930,7852
2024-09-30,NCR,NCR1 Metro Manila West,3062,7175,6086
2024-09-30,NCR,NCR2 Metro Manila East,7,14306,11464
2024-09-30,NCR,NCR2 Metro Manila East,18,8774,7545
2024-09-30,NCR,NCR2 Metro Manila East,19,5156,4481
2024-09-30,NCR,NCR2 Metro Manila East,1232,8075,6991
2024-09-30,NCR,NCR2 Metro Manila East,1242,8953,7558
2024-09-30,NCR,NCR2 Metro Manila East,1365,9951,8584
2024-09-30,NCR,NCR2 Metro Manila East,2201,10454,8740
2024-09-30,NCR,NCR2 Metro Manila East,2384,8001,6882
2024-09-30,NCR,NCR2 Metro Manila East,2647,4411,3886
2024-09-30,NCR,NCR2 Metro Manila East,2680,7653,6541
2024-09-30,NOL,NOL5 Bulacan,903,8999,7911
2024-09-30,SOL,SOL1 Laguna/Tanay,20,6914,6049
2024-09-30,SOL,SOL2 Cavite,273,5088,4169
2024-09-30,SOL,SOL2 Cavite,1476,5348,4657
2024-09-30,SOL,SOL2 Cavite,1705,8285,7264
2024-09-30,SOL,SOL2 Cavite,2268,5499,4820
2024-10-01,NCR,NCR1 Metro Manila West,9,12354,9839
2024-10-01,NCR,NCR1 Metro Manila West,11,8671,7006
2024-10-01,NCR,NCR1 Metro Manila West,13,11121,8982
2024-10-01,NCR,NCR1 Metro Manila West,434,15332,12762
2024-10-01,NCR,NCR1 Metro Manila West,1707,15456,12413
2024-10-01,NCR,NCR1 Metro Manila West,1770,10753,8621
2024-10-01,NCR,NCR1 Metro Manila West,2180,9184,7299
2024-10-01,NCR,NCR1 Metro Manila West,2266,18545,14785
2024-10-01,NCR,NCR1 Metro Manila West,3062,11060,8840
2024-10-01,NCR,NCR2 Metro Manila East,7,19224,15211
2024-10-01,NCR,NCR2 Metro Manila East,18,14134,11574
2024-10-01,NCR,NCR2 Metro Manila East,19,9739,7738
2024-10-01,NCR,NCR2 Metro Manila East,1232,12521,10257
2024-10-01,NCR,NCR2 Metro Manila East,1242,14699,11673
2024-10-01,NCR,NCR2 Metro Manila East,1365,18072,14382
2024-10-01,NCR,NCR2 Metro Manila East,2201,14673,11947
2024-10-01,NCR,NCR2 Metro Manila East,2384,13281,10677
2024-10-01,NCR,NCR2 Metro Manila East,2647,8959,7288
2024-10-01,NCR,NCR2 Metro Manila East,2680,8996,7571
2024-10-01,NOL,NOL5 Bulacan,903,13935,11657
2024-10-01,SOL,SOL1 Laguna/Tanay,20,11421,9402
2024-10-01,SOL,SOL2 Cavite,273,7140,5884
2024-10-01,SOL,SOL2 Cavite,1476,8645,6994
2024-10-01,SOL,SOL2 Cavite,1705,13535,11121
2024-10-01,SOL,SOL2 Cavite,2268,8919,7255
2024-10-02,NCR,NCR1 Metro Manila West,9,15435,11865
2024-10-02,NCR,NCR1 Metro Manila West,11,10534,8345
2024-10-02,NCR,NCR1 Metro Manila West,13,12608,10022
2024-10-02,NCR,NCR1 Metro Manila West,434,18556,15180
2024-10-02,NCR,NCR1 Metro Manila West,1707,16948,13578
2024-10-02,NCR,NCR1 Metro Manila West,1770,12039,9521
2024-10-02,NCR,NCR1 Metro Manila West,2180,10819,8446
2024-10-02,NCR,NCR1 Metro Manila West,2266,19171,15245
2024-10-02,NCR,NCR1 Metro Manila West,3062,13886,10893
2024-10-02,NCR,NCR2 Metro Manila East,7,20843,16622
2024-10-02,NCR,NCR2 Metro Manila East,18,15580,12645
2024-10-02,NCR,NCR2 Metro Manila East,19,10962,8722
2024-10-02,NCR,NCR2 Metro Manila East,1232,13901,11227
2024-10-02,NCR,NCR2 Metro Manila East,1242,17931,13807
2024-10-02,NCR,NCR2 Metro Manila East,1365,19618,15589
2024-10-02,NCR,NCR2 Metro Manila East,2201,13167,10308
2024-10-02,NCR,NCR2 Metro Manila East,2384,16082,12613
2024-10-02,NCR,NCR2 Metro Manila East,2647,10602,8412
2024-10-02,NCR,NCR2 Metro Manila East,2680,10872,9012
2024-10-02,NOL,NOL5 Bulacan,903,21489,17183
2024-10-02,SOL,SOL1 Laguna/Tanay,20,14592,11632
2024-10-02,SOL,SOL2 Cavite,273,10321,8137
2024-10-02,SOL,SOL2 Cavite,1476,10486,8211
2024-10-02,SOL,SOL2 Cavite,1705,16803,13531
2024-10-02,SOL,SOL2 Cavite,2268,11276,8923
2024-10-03,NCR,NCR1 Metro Manila West,9,14146,11182
2024-10-03,NCR,NCR1 Metro Manila West,11,9308,7637
2024-10-03,NCR,NCR1 Metro Manila West,13,11167,9206
2024-10-03,NCR,NCR1 Metro Manila West,434,20107,16240
2024-10-03,NCR,NCR1 Metro Manila West,1707,16014,13298
2024-10-03,NCR,NCR1 Metro Manila West,1770,10420,8466
2024-10-03,NCR,NCR1 Metro Manila West,2180,9631,7784
2024-10-03,NCR,NCR1 Metro Manila West,2266,20276,16312
2024-10-03,NCR,NCR1 Metro Manila West,3062,12904,10359
2024-10-03,NCR,NCR2 Metro Manila East,7,21314,16944
2024-10-03,NCR,NCR2 Metro Manila East,18,15739,12790
2024-10-03,NCR,NCR2 Metro Manila East,19,10407,8460
2024-10-03,NCR,NCR2 Metro Manila East,1232,16528,13168
2024-10-03,NCR,NCR2 Metro Manila East,1242,16717,13310
2024-10-03,NCR,NCR2 Metro Manila East,1365,17698,14500
2024-10-03,NCR,NCR2 Metro Manila East,2201,12997,10276
2024-10-03,NCR,NCR2 Metro Manila East,2384,15122,12324
2024-10-03,NCR,NCR2 Metro Manila East,2647,9605,7906
2024-10-03,NCR,NCR2 Metro Manila East,2680,16542,12852
2024-10-03,NOL,NOL5 Bulacan,903,18547,15290
2024-10-03,SOL,SOL1 Laguna/Tanay,20,12578,10388
2024-10-03,SOL,SOL2 Cavite,273,8529,6963
2024-10-03,SOL,SOL2 Cavite,1476,10517,8425
2024-10-03,SOL,SOL2 Cavite,1705,16538,13459
2024-10-03,SOL,SOL2 Cavite,2268,10270,8350
2024-10-04,NCR,NCR1 Metro Manila West,9,13674,10937
2024-10-04,NCR,NCR1 Metro Manila West,11,8433,6961
2024-10-04,NCR,NCR1 Metro Manila West,13,11011,9117
2024-10-04,NCR,NCR1 Metro Manila West,434,15431,12757
2024-10-04,NCR,NCR1 Metro Manila West,1707,14077,11713
2024-10-04,NCR,NCR1 Metro Manila West,1770,10648,8711
2024-10-04,NCR,NCR1 Metro Manila West,2180,9217,7455
2024-10-04,NCR,NCR1 Metro Manila West,2266,17867,14675
2024-10-04,NCR,NCR1 Metro Manila West,3062,12169,9793
2024-10-04,NCR,NCR2 Metro Manila East,7,18594,15023
2024-10-04,NCR,NCR2 Metro Manila East,18,13457,11292
2024-10-04,NCR,NCR2 Metro Manila East,19,9139,7522
2024-10-04,NCR,NCR2 Metro Manila East,1232,12770,10539
2024-10-04,NCR,NCR2 Metro Manila East,1242,13976,11456
2024-10-04,NCR,NCR2 Metro Manila East,1365,14839,12294
2024-10-04,NCR,NCR2 Metro Manila East,2201,11432,9374
2024-10-04,NCR,NCR2 Metro Manila East,2384,13249,10955
2024-10-04,NCR,NCR2 Metro Manila East,2647,8623,7183
2024-10-04,NCR,NCR2 Metro Manila East,2680,13908,11293
2024-10-04,NOL,NOL5 Bulacan,903,18162,15012
2024-10-04,SOL,SOL1 Laguna/Tanay,20,10945,9302
2024-10-04,SOL,SOL2 Cavite,273,7885,6628
2024-10-04,SOL,SOL2 Cavite,1476,8786,7281
2024-10-04,SOL,SOL2 Cavite,1705,14248,11910
2024-10-04,SOL,SOL2 Cavite,2268,8871,7396
2024-10-05,NCR,NCR1 Metro Manila West,9,11826,9457
2024-10-05,NCR,NCR1 Metro Manila West,11,8063,6601
2024-10-05,NCR,NCR1 Metro Manila West,13,9614,7927
2024-10-05,NCR,NCR1 Metro Manila West,434,16372,13333
2024-10-05,NCR,NCR1 Metro Manila West,1707,13983,11522
2024-10-05,NCR,NCR1 Metro Manila West,1770,9077,7412
2024-10-05,NCR,NCR1 Metro Manila West,2180,8080,6564
2024-10-05,NCR,NCR1 Metro Manila West,2266,15926,13048
2024-10-05,NCR,NCR1 Metro Manila West,3062,10803,8747
2024-10-05,NCR,NCR2 Metro Manila East,7,17157,13797
2024-10-05,NCR,NCR2 Metro Manila East,18,13928,11653
2024-10-05,NCR,NCR2 Metro Manila East,19,8233,6880
2024-10-05,NCR,NCR2 Metro Manila East,1232,12403,10342
2024-10-05,NCR,NCR2 Metro Manila East,1242,11618,9558
