report_date,region,area_cluster,station_id,total_delivery_vol,delivery_buyer
2024-10-05,NCR,NCR2 Metro Manila East,1365,16052,13133
2024-10-05,NCR,NCR2 Metro Manila East,2201,10499,8523
2024-10-05,NCR,NCR2 Metro Manila East,2384,12623,10441
2024-10-05,NCR,NCR2 Metro Manila East,2647,7741,6453
2024-10-05,NCR,NCR2 Metro Manila East,2680,12003,9949
2024-10-05,NOL,NOL5 Bulacan,903,15841,13145
2024-10-05,SOL,SOL1 Laguna/Tanay,20,11075,9301
2024-10-05,SOL,SOL2 Cavite,273,7951,6604
2024-10-05,SOL,SOL2 Cavite,1476,8883,7268
2024-10-05,SOL,SOL2 Cavite,1705,13881,11701
2024-10-05,SOL,SOL2 Cavite,2268,9049,7563
2024-10-06,NCR,NCR1 Metro Manila West,9,9715,7899
2024-10-06,NCR,NCR1 Metro Manila West,11,5144,4423
2024-10-06,NCR,NCR1 Metro Manila West,13,8010,6704
2024-10-06,NCR,NCR1 Metro Manila West,434,9651,8190
2024-10-06,NCR,NCR1 Metro Manila West,1707,11027,9293
2024-10-06,NCR,NCR1 Metro Manila West,1770,6394,5297
2024-10-06,NCR,NCR1 Metro Manila West,2180,6658,5511
2024-10-06,NCR,NCR1 Metro Manila West,2266,13187,11048
2024-10-06,NCR,NCR1 Metro Manila West,3062,7655,6345
2024-10-06,NCR,NCR2 Metro Manila East,7,11660,9853
2024-10-06,NCR,NCR2 Metro Manila East,18,11025,9420
2024-10-06,NCR,NCR2 Metro Manila East,19,6066,5125
2024-10-06,NCR,NCR2 Metro Manila East,1232,9567,8091
2024-10-06,NCR,NCR2 Metro Manila East,1242,9213,7706
2024-10-06,NCR,NCR2 Metro Manila East,1365,11498,9682
2024-10-06,NCR,NCR2 Metro Manila East,2201,7301,6157
2024-10-06,NCR,NCR2 Metro Manila East,2384,10429,8797
2024-10-06,NCR,NCR2 Metro Manila East,2647,6364,5363
2024-10-06,NCR,NCR2 Metro Manila East,2680,10656,8864
2024-10-06,NOL,NOL5 Bulacan,903,13071,11127
2024-10-06,SOL,SOL1 Laguna/Tanay,20,8606,7359
2024-10-06,SOL,SOL2 Cavite,273,6174,5206
2024-10-06,SOL,SOL2 Cavite,1476,7286,6074
2024-10-06,SOL,SOL2 Cavite,1705,12021,10194
2024-10-06,SOL,SOL2 Cavite,2268,7216,6093
2024-10-07,NCR,NCR1 Metro Manila West,9,7399,6285
2024-10-07,NCR,NCR1 Metro Manila West,11,5167,4329
2024-10-07,NCR,NCR1 Metro Manila West,13,5097,4507
2024-10-07,NCR,NCR1 Metro Manila West,434,13019,10947
2024-10-07,NCR,NCR1 Metro Manila West,1707,8425,7314
2024-10-07,NCR,NCR1 Metro Manila West,1770,8304,6832
2024-10-07,NCR,NCR1 Metro Manila West,2180,4265,3757
2024-10-07,NCR,NCR1 Metro Manila West,2266,8036,7126
2024-10-07,NCR,NCR1 Metro Manila West,3062,7142,6076
2024-10-07,NCR,NCR2 Metro Manila East,7,13028,10570
2024-10-07,NCR,NCR2 Metro Manila East,18,9852,8552
2024-10-07,NCR,NCR2 Metro Manila East,19,4917,4305
2024-10-07,NCR,NCR2 Metro Manila East,1232,7584,6574
2024-10-07,NCR,NCR2 Metro Manila East,1242,8659,7446
2024-10-07,NCR,NCR2 Metro Manila East,1365,9735,8510
2024-10-07,NCR,NCR2 Metro Manila East,2201,6392,5422
2024-10-07,NCR,NCR2 Metro Manila East,2384,7499,6525
2024-10-07,NCR,NCR2 Metro Manila East,2647,4136,3692
2024-10-07,NCR,NCR2 Metro Manila East,2680,7519,6589
2024-10-07,NOL,NOL5 Bulacan,903,8432,7500
2024-10-07,SOL,SOL1 Laguna/Tanay,20,6035,5417
2024-10-07,SOL,SOL2 Cavite,273,4226,3703
2024-10-07,SOL,SOL2 Cavite,1476,5009,4316
2024-10-07,SOL,SOL2 Cavite,1705,7120,6433
2024-10-07,SOL,SOL2 Cavite,2268,4938,4408
2024-10-08,NCR,NCR1 Metro Manila West,9,13081,10380
2024-10-08,NCR,NCR1 Metro Manila West,11,8967,7245
2024-10-08,NCR,NCR1 Metro Manila West,13,10745,8803
2024-10-08,NCR,NCR1 Metro Manila West,434,14425,12063
2024-10-08,NCR,NCR1 Metro Manila West,1707,14588,12054
2024-10-08,NCR,NCR1 Metro Manila West,1770,8561,7012
2024-10-08,NCR,NCR1 Metro Manila West,2180,9132,7309
2024-10-08,NCR,NCR1 Metro Manila West,2266,17486,14378
2024-10-08,NCR,NCR1 Metro Manila West,3062,11540,9331
2024-10-08,NCR,NCR2 Metro Manila East,7,18532,14826
2024-10-08,NCR,NCR2 Metro Manila East,18,11863,10075
2024-10-08,NCR,NCR2 Metro Manila East,19,8877,7389
2024-10-08,NCR,NCR2 Metro Manila East,1232,11877,9890
2024-10-08,NCR,NCR2 Metro Manila East,1242,14621,11795
2024-10-08,NCR,NCR2 Metro Manila East,1365,16465,13598
2024-10-08,NCR,NCR2 Metro Manila East,2201,12028,9731
2024-10-08,NCR,NCR2 Metro Manila East,2384,13397,11075
2024-10-08,NCR,NCR2 Metro Manila East,2647,8793,7292
2024-10-08,NCR,NCR2 Metro Manila East,2680,10275,8570
2024-10-08,NOL,NOL5 Bulacan,903,16509,13683
2024-10-08,SOL,SOL1 Laguna/Tanay,20,11221,9314
2024-10-08,SOL,SOL2 Cavite,273,7773,6418
2024-10-08,SOL,SOL2 Cavite,1476,9039,7431
2024-10-08,SOL,SOL2 Cavite,1705,13548,11336
2024-10-08,SOL,SOL2 Cavite,2268,8662,7258
2024-10-09,NCR,NCR1 Metro Manila West,9,13267,10511
2024-10-09,NCR,NCR1 Metro Manila West,11,8961,7200
2024-10-09,NCR,NCR1 Metro Manila West,13,10153,8470
2024-10-09,NCR,NCR1 Metro Manila West,434,15750,13139
2024-10-09,NCR,NCR1 Metro Manila West,1707,14153,11709
2024-10-09,NCR,NCR1 Metro Manila West,1770,11926,9526
2024-10-09,NCR,NCR1 Metro Manila West,2180,9087,7360
2024-10-09,NCR,NCR1 Metro Manila West,2266,17732,14457
2024-10-09,NCR,NCR1 Metro Manila West,3062,11701,9410
2024-10-09,NCR,NCR2 Metro Manila East,7,19211,15238
2024-10-09,NCR,NCR2 Metro Manila East,18,15802,12921
2024-10-09,NCR,NCR2 Metro Manila East,19,8883,7289
2024-10-09,NCR,NCR2 Metro Manila East,1232,13713,11217
2024-10-09,NCR,NCR2 Metro Manila East,1242,14292,11607
2024-10-09,NCR,NCR2 Metro Manila East,1365,16933,13935
2024-10-09,NCR,NCR2 Metro Manila East,2201,11209,9059
2024-10-09,NCR,NCR2 Metro Manila East,2384,13542,11196
2024-10-09,NCR,NCR2 Metro Manila East,2647,8364,6929
2024-10-09,NCR,NCR2 Metro Manila East,2680,13777,11090
2024-10-09,NOL,NOL5 Bulacan,903,17827,14587
2024-10-09,SOL,SOL1 Laguna/Tanay,20,12081,10086
2024-10-09,SOL,SOL2 Cavite,273,8682,6983
2024-10-09,SOL,SOL2 Cavite,1476,9438,7714
2024-10-09,SOL,SOL2 Cavite,1705,14670,12295
2024-10-09,SOL,SOL2 Cavite,2268,9465,7860
2024-10-10,NCR,NCR1 Metro Manila West,9,11871,9507
2024-10-10,NCR,NCR1 Metro Manila West,11,7274,5988
2024-10-10,NCR,NCR1 Metro Manila West,13,9134,7569
2024-10-10,NCR,NCR1 Metro Manila West,434,15397,12857
2024-10-10,NCR,NCR1 Metro Manila West,1707,13325,11084
2024-10-10,NCR,NCR1 Metro Manila West,1770,9650,7848
2024-10-10,NCR,NCR1 Metro Manila West,2180,7379,6114
2024-10-10,NCR,NCR1 Metro Manila West,2266,15608,12822
2024-10-10,NCR,NCR1 Metro Manila West,3062,11147,9038
2024-10-10,NCR,NCR2 Metro Manila East,7,18207,14440
2024-10-10,NCR,NCR2 Metro Manila East,18,13356,11067
2024-10-10,NCR,NCR2 Metro Manila East,19,7672,6458
2024-10-10,NCR,NCR2 Metro Manila East,1232,12363,10171
2024-10-10,NCR,NCR2 Metro Manila East,1242,12503,10280
2024-10-10,NCR,NCR2 Metro Manila East,1365,14973,12416
2024-10-10,NCR,NCR2 Metro Manila East,2201,10320,8251
2024-10-10,NCR,NCR2 Metro Manila East,2384,12133,10069
2024-10-10,NCR,NCR2 Metro Manila East,2647,7035,5899
2024-10-10,NCR,NCR2 Metro Manila East,2680,11713,9659
2024-10-10,NOL,NOL5 Bulacan,903,15588,12933
2024-10-10,SOL,SOL1 Laguna/Tanay,20,12800,10569
2024-10-10,SOL,SOL2 Cavite,273,8834,7217
2024-10-10,SOL,SOL2 Cavite,1476,9865,7996
2024-10-10,SOL,SOL2 Cavite,1705,15271,12550
2024-10-10,SOL,SOL2 Cavite,2268,10139,8281
2024-10-11,NCR,NCR1 Metro Manila West,9,14755,11124
2024-10-11,NCR,NCR1 Metro Manila West,11,10942,8315
2024-10-11,NCR,NCR1 Metro Manila West,13,12228,9330
2024-10-11,NCR,NCR1 Metro Manila West,434,15466,12529
2024-10-11,NCR,NCR1 Metro Manila West,1707,16417,12689
2024-10-11,NCR,NCR1 Metro Manila West,1770,10970,8637
2024-10-11,NCR,NCR1 Metro Manila West,2180,10764,8216
2024-10-11,NCR,NCR1 Metro Manila West,2266,20129,15379
2024-10-11,NCR,NCR1 Metro Manila West,3062,14194,10745
2024-10-11,NCR,NCR2 Metro Manila East,7,20930,16013
2024-10-11,NCR,NCR2 Metro Manila East,18,15063,12002
2024-10-11,NCR,NCR2 Metro Manila East,19,11795,8915
2024-10-11,NCR,NCR2 Metro Manila East,1232,13977,11125
2024-10-11,NCR,NCR2 Metro Manila East,1242,18190,13706
2024-10-11,NCR,NCR2 Metro Manila East,1365,19690,15233
2024-10-11,NCR,NCR2 Metro Manila East,2201,12475,9454
2024-10-11,NCR,NCR2 Metro Manila East,2384,13455,10773
2024-10-11,NCR,NCR2 Metro Manila East,2647,11673,8731
2024-10-11,NCR,NCR2 Metro Manila East,2680,12582,10037
2024-10-11,NOL,NOL5 Bulacan,903,18013,14223
2024-10-11,SOL,SOL1 Laguna/Tanay,20,12868,10262
2024-10-11,SOL,SOL2 Cavite,273,8864,7078
2024-10-11,SOL,SOL2 Cavite,1476,11917,9015
2024-10-11,SOL,SOL2 Cavite,1705,17085,13584
2024-10-11,SOL,SOL2 Cavite,2268,10430,8179
2024-10-12,NCR,NCR1 Metro Manila West,9,14670,11385
2024-10-12,NCR,NCR1 Metro Manila West,11,11176,8677
2024-10-12,NCR,NCR1 Metro Manila West,13,13480,10662
2024-10-12,NCR,NCR1 Metro Manila West,434,16644,13533
2024-10-12,NCR,NCR1 Metro Manila West,1707,18234,14549
2024-10-12,NCR,NCR1 Metro Manila West,1770,9741,7951
2024-10-12,NCR,NCR1 Metro Manila West,2180,10876,8424
2024-10-12,NCR,NCR1 Metro Manila West,2266,21693,17140
2024-10-12,NCR,NCR1 Metro Manila West,3062,15957,12209
2024-10-12,NCR,NCR2 Metro Manila East,7,19381,15188
2024-10-12,NCR,NCR2 Metro Manila East,18,17171,13721
2024-10-12,NCR,NCR2 Metro Manila East,19,13476,10221
2024-10-12,NCR,NCR2 Metro Manila East,1232,15154,12248
2024-10-12,NCR,NCR2 Metro Manila East,1242,19023,14550
2024-10-12,NCR,NCR2 Metro Manila East,1365,17637,14326
2024-10-12,NCR,NCR2 Metro Manila East,2201,13343,10347
2024-10-12,NCR,NCR2 Metro Manila East,2384,16881,13355
2024-10-12,NCR,NCR2 Metro Manila East,2647,9554,7775
2024-10-12,NCR,NCR2 Metro Manila East,2680,11981,9907
2024-10-12,NOL,NOL5 Bulacan,903,20162,16349
2024-10-12,SOL,SOL1 Laguna/Tanay,20,13846,11186
2024-10-12,SOL,SOL2 Cavite,273,9758,7721
2024-10-12,SOL,SOL2 Cavite,1476,12128,9378
2024-10-12,SOL,SOL2 Cavite,1705,18812,14802
2024-10-12,SOL,SOL2 Cavite,2268,10560,8416
2024-10-13,NCR,NCR1 Metro Manila West,9,12446,10014
2024-10-13,NCR,NCR1 Metro Manila West,11,7266,6176
2024-10-13,NCR,NCR1 Metro Manila West,13,10276,8548
2024-10-13,NCR,NCR1 Metro Manila West,434,15737,12956
2024-10-13,NCR,NCR1 Metro Manila West,1707,15030,12503
2024-10-13,NCR,NCR1 Metro Manila West,1770,9272,7705
2024-10-13,NCR,NCR1 Metro Manila West,2180,9394,7580
2024-10-13,NCR,NCR1 Metro Manila West,2266,17895,14744
2024-10-13,NCR,NCR1 Metro Manila West,3062,13724,10839
2024-10-13,NCR,NCR2 Metro Manila East,7,16336,13295
2024-10-13,NCR,NCR2 Metro Manila East,18,12103,10186
2024-10-13,NCR,NCR2 Metro Manila East,19,9756,7921
2024-10-13,NCR,NCR2 Metro Manila East,1232,13129,10823
2024-10-13,NCR,NCR2 Metro Manila East,1242,17192,13472
2024-10-13,NCR,NCR2 Metro Manila East,1365,14710,12310
2024-10-13,NCR,NCR2 Metro Manila East,2201,11802,9534
2024-10-13,NCR,NCR2 Metro Manila East,2384,13759,11486
2024-10-13,NCR,NCR2 Metro Manila East,2647,14837,11402
2024-10-13,NCR,NCR2 Metro Manila East,2680,13354,10922
2024-10-13,NOL,NOL5 Bulacan,903,17319,14415
2024-10-13,SOL,SOL1 Laguna/Tanay,20,13711,11176
2024-10-13,SOL,SOL2 Cavite,273,8742,7179
2024-10-13,SOL,SOL2 Cavite,1476,12574,9834
2024-10-13,SOL,SOL2 Cavite,1705,18056,14665
2024-10-13,SOL,SOL2 Cavite,2268,11602,9295
2024-10-14,NCR,NCR1 Metro Manila West,9,9539,7953
2024-10-14,NCR,NCR1 Metro Manila West,11,5767,4848
2024-10-14,NCR,NCR1 Metro Manila West,13,5553,4908
2024-10-14,NCR,NCR1 Metro Manila West,434,15958,13358
2024-10-14,NCR,NCR1 Metro Manila West,1707,9150,8005
2024-10-14,NCR,NCR1 Metro Manila West,1770,9770,8001
2024-10-14,NCR,NCR1 Metro Manila West,2180,4987,4375
2024-10-14,NCR,NCR1 Metro Manila West,2266,9197,8178
2024-10-14,NCR,NCR1 Metro Manila West,3062,8382,7086
2024-10-14,NCR,NCR2 Metro Manila East,7,16845,13528
2024-10-14,NCR,NCR2 Metro Manila East,18,17745,14379
2024-10-14,NCR,NCR2 Metro Manila East,19,5975,5195
2024-10-14,NCR,NCR2 Metro Manila East,1232,9628,8297
2024-10-14,NCR,NCR2 Metro Manila East,1242,12751,10380
2024-10-14,NCR,NCR2 Metro Manila East,1365,9261,8189
2024-10-14,NCR,NCR2 Metro Manila East,2201,6794,5832
2024-10-14,NCR,NCR2 Metro Manila East,2384,8574,7464
2024-10-14,NCR,NCR2 Metro Manila East,2647,5370,4712
2024-10-14,NCR,NCR2 Metro Manila East,2680,10098,8526
2024-10-14,NOL,NOL5 Bulacan,903,10035,8889
2024-10-14,SOL,SOL1 Laguna/Tanay,20,7524,6577
2024-10-14,SOL,SOL2 Cavite,273,6198,5140
2024-10-14,SOL,SOL2 Cavite,1476,7984,6659
2024-10-14,SOL,SOL2 Cavite,1705,9248,8138
2024-10-14,SOL,SOL2 Cavite,2268,5910,5148
2024-10-15,NCR,NCR1 Metro Manila West,9,13423,10524
2024-10-15,NCR,NCR1 Metro Manila West,11,8538,6935
2024-10-15,NCR,NCR1 Metro Manila West,13,10342,8508
2024-10-15,NCR,NCR1 Metro Manila West,434,17046,14112
2024-10-15,NCR,NCR1 Metro Manila West,1707,14840,12222
2024-10-15,NCR,NCR1 Metro Manila West,1770,10264,8307
2024-10-15,NCR,NCR1 Metro Manila West,2180,9639,7704
2024-10-15,NCR,NCR1 Metro Manila West,2266,17553,14414
2024-10-15,NCR,NCR1 Metro Manila West,3062,11184,9131
2024-10-15,NCR,NCR2 Metro Manila East,7,18609,14916
2024-10-15,NCR,NCR2 Metro Manila East,18,13840,11651
2024-10-15,NCR,NCR2 Metro Manila East,19,8787,7205
2024-10-15,NCR,NCR2 Metro Manila East,1232,12010,10000
2024-10-15,NCR,NCR2 Metro Manila East,1242,15356,12325
2024-10-15,NCR,NCR2 Metro Manila East,1365,16809,13752
2024-10-15,NCR,NCR2 Metro Manila East,2201,10482,8480
2024-10-15,NCR,NCR2 Metro Manila East,2384,12749,10571
2024-10-15,NCR,NCR2 Metro Manila East,2647,8379,6907
2024-10-15,NCR,NCR2 Metro Manila East,2680,11165,9283
2024-10-15,NOL,NOL5 Bulacan,903,16074,13434
2024-10-15,SOL,SOL1 Laguna/Tanay,20,10546,8853
2024-10-15,SOL,SOL2 Cavite,273,7362,6141
2024-10-15,SOL,SOL2 Cavite,1476,8978,7363
2024-10-15,SOL,SOL2 Cavite,1705,12644,10662
2024-10-15,SOL,SOL2 Cavite,2268,8733,7241
2024-10-16,NCR,NCR1 Metro Manila West,9,14361,11228
2024-10-16,NCR,NCR1 Metro Manila West,11,9466,7567
2024-10-16,NCR,NCR1 Metro Manila West,13,11853,9503
2024-10-16,NCR,NCR1 Metro Manila West,434,16140,13427
2024-10-16,NCR,NCR1 Metro Manila West,1707,15087,12357
2024-10-16,NCR,NCR1 Metro Manila West,1770,10996,8911
2024-10-16,NCR,NCR1 Metro Manila West,2180,9907,7890
2024-10-16,NCR,NCR1 Metro Manila West,2266,19448,15554
2024-10-16,NCR,NCR1 Metro Manila West,3062,12727,10025
2024-10-16,NCR,NCR2 Metro Manila East,7,19837,15727
2024-10-16,NCR,NCR2 Metro Manila East,18,15040,12663
2024-10-16,NCR,NCR2 Metro Manila East,19,9890,8111
2024-10-16,NCR,NCR2 Metro Manila East,1232,13654,11181
2024-10-16,NCR,NCR2 Metro Manila East,1242,15206,12306
2024-10-16,NCR,NCR2 Metro Manila East,1365,18529,14860
2024-10-16,NCR,NCR2 Metro Manila East,2201,12005,9510
2024-10-16,NCR,NCR2 Metro Manila East,2384,14192,11422
2024-10-16,NCR,NCR2 Metro Manila East,2647,9388,7603
2024-10-16,NCR,NCR2 Metro Manila East,2680,12440,10220
2024-10-16,NOL,NOL5 Bulacan,903,18459,15120
2024-10-16,SOL,SOL1 Laguna/Tanay,20,13997,11254
2024-10-16,SOL,SOL2 Cavite,273,9401,7679
2024-10-16,SOL,SOL2 Cavite,1476,9969,8028
2024-10-16,SOL,SOL2 Cavite,1705,16200,13278
2024-10-16,SOL,SOL2 Cavite,2268,10654,8591
2024-10-17,NCR,NCR1 Metro Manila West,9,14324,11234
2024-10-17,NCR,NCR1 Metro Manila West,11,10115,7912
2024-10-17,NCR,NCR1 Metro Manila West,13,11324,9185
2024-10-17,NCR,NCR1 Metro Manila West,434,18692,15262
2024-10-17,NCR,NCR1 Metro Manila West,1707,16610,13537
2024-10-17,NCR,NCR1 Metro Manila West,1770,11537,9318
2024-10-17,NCR,NCR1 Metro Manila West,2180,9952,7951
2024-10-17,NCR,NCR1 Metro Manila West,2266,18713,15181
2024-10-17,NCR,NCR1 Metro Manila West,3062,12946,10169
2024-10-17,NCR,NCR2 Metro Manila East,7,21933,17237
2024-10-17,NCR,NCR2 Metro Manila East,18,16832,13880
2024-10-17,NCR,NCR2 Metro Manila East,19,10855,8652
2024-10-17,NCR,NCR2 Metro Manila East,1232,14217,11591
2024-10-17,NCR,NCR2 Metro Manila East,1242,17747,13938
2024-10-17,NCR,NCR2 Metro Manila East,1365,19344,15594
2024-10-17,NCR,NCR2 Metro Manila East,2201,11870,9431
2024-10-17,NCR,NCR2 Metro Manila East,2384,13954,11336
2024-10-17,NCR,NCR2 Metro Manila East,2647,10062,8051
2024-10-17,NCR,NCR2 Metro Manila East,2680,12920,10443
2024-10-17,NOL,NOL5 Bulacan,903,17826,14569
2024-10-17,SOL,SOL1 Laguna/Tanay,20,13146,10756
2024-10-17,SOL,SOL2 Cavite,273,9039,7333
2024-10-17,SOL,SOL2 Cavite,1476,11154,8734
2024-10-17,SOL,SOL2 Cavite,1705,15794,12872
2024-10-17,SOL,SOL2 Cavite,2268,10313,8278
2024-10-18,NCR,NCR1 Metro Manila West,9,12179,9710
2024-10-18,NCR,NCR1 Metro Manila West,11,7717,6288
2024-10-18,NCR,NCR1 Metro Manila West,13,9415,7774
2024-10-18,NCR,NCR1 Metro Manila West,434,14883,12459
2024-10-18,NCR,NCR1 Metro Manila West,1707,13409,11096
2024-10-18,NCR,NCR1 Metro Manila West,1770,9476,7675
2024-10-18,NCR,NCR1 Metro Manila West,2180,7987,6539
2024-10-18,NCR,NCR1 Metro Manila West,2266,15288,12500
2024-10-18,NCR,NCR1 Metro Manila West,3062,10754,8718
2024-10-18,NCR,NCR2 Metro Manila East,7,18164,14314
2024-10-18,NCR,NCR2 Metro Manila East,18,16263,13197
2024-10-18,NCR,NCR2 Metro Manila East,19,8200,6813
2024-10-18,NCR,NCR2 Metro Manila East,1232,13248,10824
2024-10-18,NCR,NCR2 Metro Manila East,1242,14016,11256
2024-10-18,NCR,NCR2 Metro Manila East,1365,15164,12537
2024-10-18,NCR,NCR2 Metro Manila East,2201,10818,8477
2024-10-18,NCR,NCR2 Metro Manila East,2384,12305,10120
2024-10-18,NCR,NCR2 Metro Manila East,2647,7255,6100
2024-10-18,NCR,NCR2 Metro Manila East,2680,10124,8483
2024-10-18,NOL,NOL5 Bulacan,903,15579,12906
2024-10-18,SOL,SOL1 Laguna/Tanay,20,10631,8827
2024-10-18,SOL,SOL2 Cavite,273,7489,6222
2024-10-18,SOL,SOL2 Cavite,1476,8525,7024
2024-10-18,SOL,SOL2 Cavite,1705,12886,10748
2024-10-18,SOL,SOL2 Cavite,2268,8428,7041
2024-10-19,NCR,NCR1 Metro Manila West,9,11571,9251
2024-10-19,NCR,NCR1 Metro Manila West,11,7391,5887
2024-10-19,NCR,NCR1 Metro Manila West,13,8644,7105
2024-10-19,NCR,NCR1 Metro Manila West,434,13692,11574
2024-10-19,NCR,NCR1 Metro Manila West,1707,12499,10389
2024-10-19,NCR,NCR1 Metro Manila West,1770,8885,7056
2024-10-19,NCR,NCR1 Metro Manila West,2180,7415,6026
2024-10-19,NCR,NCR1 Metro Manila West,2266,14310,11813
2024-10-19,NCR,NCR1 Metro Manila West,3062,9842,8013
2024-10-19,NCR,NCR2 Metro Manila East,7,15052,11968
2024-10-19,NCR,NCR2 Metro Manila East,18,12232,10186
2024-10-19,NCR,NCR2 Metro Manila East,19,6968,5792
2024-10-19,NCR,NCR2 Metro Manila East,1232,11124,9291
2024-10-19,NCR,NCR2 Metro Manila East,1242,10728,8727
2024-10-19,NCR,NCR2 Metro Manila East,1365,13699,11444
2024-10-19,NCR,NCR2 Metro Manila East,2201,8930,7254
2024-10-19,NCR,NCR2 Metro Manila East,2384,10994,9137
2024-10-19,NCR,NCR2 Metro Manila East,2647,6915,5765
2024-10-19,NCR,NCR2 Metro Manila East,2680,11697,9650
2024-10-19,NOL,NOL5 Bulacan,903,13682,11456
2024-10-19,SOL,SOL1 Laguna/Tanay,20,9647,8087
2024-10-19,SOL,SOL2 Cavite,273,6870,5778
2024-10-19,SOL,SOL2 Cavite,1476,7826,6458
2024-10-19,SOL,SOL2 Cavite,1705,11649,9830
2024-10-19,SOL,SOL2 Cavite,2268,6238,5343
2024-10-20,NCR,NCR1 Metro Manila West,9,9860,7907
2024-10-20,NCR,NCR1 Metro Manila West,11,5542,4633
2024-10-20,NCR,NCR1 Metro Manila West,13,7876,6537
2024-10-20,NCR,NCR1 Metro Manila West,434,9765,8307
2024-10-20,NCR,NCR1 Metro Manila West,1707,10347,8740
2024-10-20,NCR,NCR1 Metro Manila West,1770,6909,5678
2024-10-20,NCR,NCR1 Metro Manila West,2180,7037,5740
2024-10-20,NCR,NCR1 Metro Manila West,2266,12796,10676
2024-10-20,NCR,NCR1 Metro Manila West,3062,7415,6227
2024-10-20,NCR,NCR2 Metro Manila East,7,11063,9262
2024-10-20,NCR,NCR2 Metro Manila East,18,8562,7392
2024-10-20,NCR,NCR2 Metro Manila East,19,6219,5226
2024-10-20,NCR,NCR2 Metro Manila East,1232,9733,8145
2024-10-20,NCR,NCR2 Metro Manila East,1242,9905,8115
2024-10-20,NCR,NCR2 Metro Manila East,1365,11655,9773
2024-10-20,NCR,NCR2 Metro Manila East,2201,7581,6198
2024-10-20,NCR,NCR2 Metro Manila East,2384,10801,8926
2024-10-20,NCR,NCR2 Metro Manila East,2647,6312,5260
2024-10-20,NCR,NCR2 Metro Manila East,2680,10017,8342
2024-10-20,NOL,NOL5 Bulacan,903,12690,10626
2024-10-20,SOL,SOL1 Laguna/Tanay,20,9151,7672
2024-10-20,SOL,SOL2 Cavite,273,6022,5066
2024-10-20,SOL,SOL2 Cavite,1476,7319,6089
2024-10-20,SOL,SOL2 Cavite,1705,11348,9538
2024-10-20,SOL,SOL2 Cavite,2268,9060,7394
2024-10-21,NCR,NCR1 Metro Manila West,9,6851,5842
2024-10-21,NCR,NCR1 Metro Manila West,11,4133,3414
2024-10-21,NCR,NCR1 Metro Manila West,13,4325,3817
2024-10-21,NCR,NCR1 Metro Manila West,434,11475,9848
2024-10-21,NCR,NCR1 Metro Manila West,1707,7504,6492
2024-10-21,NCR,NCR1 Metro Manila West,1770,6909,5651
2024-10-21,NCR,NCR1 Metro Manila West,2180,3963,3495
2024-10-21,NCR,NCR1 Metro Manila West,2266,7234,6408
2024-10-21,NCR,NCR1 Metro Manila West,3062,7132,6018
2024-10-21,NCR,NCR2 Metro Manila East,7,12726,10297
2024-10-21,NCR,NCR2 Metro Manila East,18,9906,8527
2024-10-21,NCR,NCR2 Metro Manila East,19,4356,3794
2024-10-21,NCR,NCR2 Metro Manila East,1232,5694,5106
2024-10-21,NCR,NCR2 Metro Manila East,1242,8045,6846
2024-10-21,NCR,NCR2 Metro Manila East,1365,7600,6724
2024-10-21,NCR,NCR2 Metro Manila East,2201,7820,6529
2024-10-21,NCR,NCR2 Metro Manila East,2384,6263,5580
2024-10-21,NCR,NCR2 Metro Manila East,2647,3865,3434
2024-10-21,NCR,NCR2 Metro Manila East,2680,6125,5414
2024-10-21,NOL,NOL5 Bulacan,903,7228,6439
2024-10-21,SOL,SOL1 Laguna/Tanay,20,6133,5413
2024-10-21,SOL,SOL2 Cavite,273,4544,3970
2024-10-21,SOL,SOL2 Cavite,1476,4716,4058
2024-10-21,SOL,SOL2 Cavite,1705,7147,6412
2024-10-21,SOL,SOL2 Cavite,2268,4857,4277
2024-10-22,NCR,NCR1 Metro Manila West,9,12384,9893
2024-10-22,NCR,NCR1 Metro Manila West,11,8291,6758
2024-10-22,NCR,NCR1 Metro Manila West,13,10155,8341
2024-10-22,NCR,NCR1 Metro Manila West,434,14027,11720
2024-10-22,NCR,NCR1 Metro Manila West,1707,13915,11497
2024-10-22,NCR,NCR1 Metro Manila West,1770,10235,8296
2024-10-22,NCR,NCR1 Metro Manila West,2180,8978,7232
2024-10-22,NCR,NCR1 Metro Manila West,2266,15263,12578
2024-10-22,NCR,NCR1 Metro Manila West,3062,10762,8670
2024-10-22,NCR,NCR2 Metro Manila East,7,17983,14326
2024-10-22,NCR,NCR2 Metro Manila East,18,13889,11300
2024-10-22,NCR,NCR2 Metro Manila East,19,8693,7233
2024-10-22,NCR,NCR2 Metro Manila East,1232,11418,9442
2024-10-22,NCR,NCR2 Metro Manila East,1242,13683,11020
2024-10-22,NCR,NCR2 Metro Manila East,1365,16760,13771
2024-10-22,NCR,NCR2 Metro Manila East,2201,10338,8344
2024-10-22,NCR,NCR2 Metro Manila East,2384,12190,10081
2024-10-22,NCR,NCR2 Metro Manila East,2647,8061,6663
2024-10-22,NCR,NCR2 Metro Manila East,2680,10447,8679
2024-10-22,NOL,NOL5 Bulacan,903,15044,12493
2024-10-22,SOL,SOL1 Laguna/Tanay,20,10297,8641
2024-10-22,SOL,SOL2 Cavite,273,6872,5828
2024-10-22,SOL,SOL2 Cavite,1476,8242,6762
