report_date,region,area_cluster,station_id,rr_pu_vol,rr_users
2024-09-19,NCR,NCR2 Metro Manila East,19,57,46
2024-09-19,NCR,NCR2 Metro Manila East,1232,47,41
2024-09-19,NCR,NCR2 Metro Manila East,1242,109,84
2024-09-19,NCR,NCR2 Metro Manila East,1365,101,87
2024-09-19,NCR,NCR2 Metro Manila East,2201,88,77
2024-09-19,NCR,NCR2 Metro Manila East,2384,58,48
2024-09-19,NCR,NCR2 Metro Manila East,2647,62,58
2024-09-19,NCR,NCR2 Metro Manila East,2680,61,48
2024-09-19,NOL,NOL5 Bulacan,903,101,82
2024-09-19,SOL,SOL1 Laguna/Tanay,20,81,66
2024-09-19,SOL,SOL2 Cavite,273,46,41
2024-09-19,SOL,SOL2 Cavite,1476,49,44
2024-09-19,SOL,SOL2 Cavite,1705,57,47
2024-09-19,SOL,SOL2 Cavite,2268,61,50
2024-09-20,NCR,NCR1 Metro Manila West,9,61,55
2024-09-20,NCR,NCR1 Metro Manila West,11,52,43
2024-09-20,NCR,NCR1 Metro Manila West,13,45,37
2024-09-20,NCR,NCR1 Metro Manila West,434,111,95
2024-09-20,NCR,NCR1 Metro Manila West,1707,59,48
2024-09-20,NCR,NCR1 Metro Manila West,1770,59,52
2024-09-20,NCR,NCR1 Metro Manila West,2180,70,56
2024-09-20,NCR,NCR1 Metro Manila West,2266,102,85
2024-09-20,NCR,NCR1 Metro Manila West,3062,54,44
2024-09-20,NCR,NCR2 Metro Manila East,7,123,98
2024-09-20,NCR,NCR2 Metro Manila East,18,72,58
2024-09-20,NCR,NCR2 Metro Manila East,19,43,36
2024-09-20,NCR,NCR2 Metro Manila East,1232,58,41
2024-09-20,NCR,NCR2 Metro Manila East,1242,110,94
2024-09-20,NCR,NCR2 Metro Manila East,1365,64,54
2024-09-20,NCR,NCR2 Metro Manila East,2201,87,73
2024-09-20,NCR,NCR2 Metro Manila East,2384,44,40
2024-09-20,NCR,NCR2 Metro Manila East,2647,71,59
2024-09-20,NCR,NCR2 Metro Manila East,2680,58,55
2024-09-20,NOL,NOL5 Bulacan,903,61,49
2024-09-20,SOL,SOL1 Laguna/Tanay,20,57,52
2024-09-20,SOL,SOL2 Cavite,273,50,41
2024-09-20,SOL,SOL2 Cavite,1476,49,41
2024-09-20,SOL,SOL2 Cavite,1705,72,64
2024-09-20,SOL,SOL2 Cavite,2268,71,59
2024-09-21,NCR,NCR1 Metro Manila West,9,35,28
2024-09-21,NCR,NCR1 Metro Manila West,11,41,32
2024-09-21,NCR,NCR1 Metro Manila West,13,57,50
2024-09-21,NCR,NCR1 Metro Manila West,434,74,58
2024-09-21,NCR,NCR1 Metro Manila West,1707,54,49
2024-09-21,NCR,NCR1 Metro Manila West,1770,39,34
2024-09-21,NCR,NCR1 Metro Manila West,2180,45,40
2024-09-21,NCR,NCR1 Metro Manila West,2266,74,64
2024-09-21,NCR,NCR1 Metro Manila West,3062,51,40
2024-09-21,NCR,NCR2 Metro Manila East,7,104,82
2024-09-21,NCR,NCR2 Metro Manila East,18,60,52
2024-09-21,NCR,NCR2 Metro Manila East,19,55,48
2024-09-21,NCR,NCR2 Metro Manila East,1232,47,40
2024-09-21,NCR,NCR2 Metro Manila East,1242,48,39
2024-09-21,NCR,NCR2 Metro Manila East,1365,78,68
2024-09-21,NCR,NCR2 Metro Manila East,2201,82,68
2024-09-21,NCR,NCR2 Metro Manila East,2384,42,35
2024-09-21,NCR,NCR2 Metro Manila East,2647,49,41
2024-09-21,NCR,NCR2 Metro Manila East,2680,58,50
2024-09-21,NOL,NOL5 Bulacan,903,64,51
2024-09-21,SOL,SOL1 Laguna/Tanay,20,60,49
2024-09-21,SOL,SOL2 Cavite,273,44,37
2024-09-21,SOL,SOL2 Cavite,1476,30,26
2024-09-21,SOL,SOL2 Cavite,1705,76,62
2024-09-21,SOL,SOL2 Cavite,2268,51,44
2024-09-22,NCR,NCR1 Metro Manila West,9,33,26
2024-09-22,NCR,NCR1 Metro Manila West,11,44,37
2024-09-22,NCR,NCR1 Metro Manila West,13,67,55
2024-09-22,NCR,NCR1 Metro Manila West,434,86,69
2024-09-22,NCR,NCR1 Metro Manila West,1707,51,40
2024-09-22,NCR,NCR1 Metro Manila West,1770,34,26
2024-09-22,NCR,NCR1 Metro Manila West,2180,49,39
2024-09-22,NCR,NCR1 Metro Manila West,2266,82,63
2024-09-22,NCR,NCR1 Metro Manila West,3062,59,49
2024-09-22,NCR,NCR2 Metro Manila East,7,72,55
2024-09-22,NCR,NCR2 Metro Manila East,18,44,36
2024-09-22,NCR,NCR2 Metro Manila East,19,48,38
2024-09-22,NCR,NCR2 Metro Manila East,1232,42,32
2024-09-22,NCR,NCR2 Metro Manila East,1242,42,37
2024-09-22,NCR,NCR2 Metro Manila East,1365,74,60
2024-09-22,NCR,NCR2 Metro Manila East,2201,86,68
2024-09-22,NCR,NCR2 Metro Manila East,2384,53,42
2024-09-22,NCR,NCR2 Metro Manila East,2647,57,46
2024-09-22,NCR,NCR2 Metro Manila East,2680,48,39
2024-09-22,NOL,NOL5 Bulacan,903,70,56
2024-09-22,SOL,SOL1 Laguna/Tanay,20,64,47
2024-09-22,SOL,SOL2 Cavite,273,42,37
2024-09-22,SOL,SOL2 Cavite,1476,62,54
2024-09-22,SOL,SOL2 Cavite,1705,63,49
2024-09-22,SOL,SOL2 Cavite,2268,69,58
2024-09-23,NCR,NCR1 Metro Manila West,9,63,50
2024-09-23,NCR,NCR1 Metro Manila West,11,38,31
2024-09-23,NCR,NCR1 Metro Manila West,13,84,62
2024-09-23,NCR,NCR1 Metro Manila West,434,113,87
2024-09-23,NCR,NCR1 Metro Manila West,1707,82,69
2024-09-23,NCR,NCR1 Metro Manila West,1770,52,42
2024-09-23,NCR,NCR1 Metro Manila West,2180,62,45
2024-09-23,NCR,NCR1 Metro Manila West,2266,94,77
2024-09-23,NCR,NCR1 Metro Manila West,3062,61,49
2024-09-23,NCR,NCR2 Metro Manila East,7,99,64
2024-09-23,NCR,NCR2 Metro Manila East,18,45,37
2024-09-23,NCR,NCR2 Metro Manila East,19,56,51
2024-09-23,NCR,NCR2 Metro Manila East,1232,53,44
2024-09-23,NCR,NCR2 Metro Manila East,1242,83,70
2024-09-23,NCR,NCR2 Metro Manila East,1365,92,77
2024-09-23,NCR,NCR2 Metro Manila East,2201,103,73
2024-09-23,NCR,NCR2 Metro Manila East,2384,54,40
2024-09-23,NCR,NCR2 Metro Manila East,2647,60,50
2024-09-23,NCR,NCR2 Metro Manila East,2680,50,41
2024-09-23,NOL,NOL5 Bulacan,903,74,65
2024-09-23,SOL,SOL1 Laguna/Tanay,20,58,47
2024-09-23,SOL,SOL2 Cavite,273,35,31
2024-09-23,SOL,SOL2 Cavite,1476,62,54
2024-09-23,SOL,SOL2 Cavite,1705,55,48
2024-09-23,SOL,SOL2 Cavite,2268,72,61
2024-09-24,NCR,NCR1 Metro Manila West,9,62,50
2024-09-24,NCR,NCR1 Metro Manila West,11,37,33
2024-09-24,NCR,NCR1 Metro Manila West,13,51,43
2024-09-24,NCR,NCR1 Metro Manila West,434,105,77
2024-09-24,NCR,NCR1 Metro Manila West,1707,37,28
2024-09-24,NCR,NCR1 Metro Manila West,1770,49,40
2024-09-24,NCR,NCR1 Metro Manila West,2180,43,35
2024-09-24,NCR,NCR1 Metro Manila West,2266,60,47
2024-09-24,NCR,NCR1 Metro Manila West,3062,58,46
2024-09-24,NCR,NCR2 Metro Manila East,7,126,96
2024-09-24,NCR,NCR2 Metro Manila East,18,61,42
2024-09-24,NCR,NCR2 Metro Manila East,19,38,31
2024-09-24,NCR,NCR2 Metro Manila East,1232,54,42
2024-09-24,NCR,NCR2 Metro Manila East,1242,81,66
2024-09-24,NCR,NCR2 Metro Manila East,1365,75,57
2024-09-24,NCR,NCR2 Metro Manila East,2201,72,50
2024-09-24,NCR,NCR2 Metro Manila East,2384,41,33
2024-09-24,NCR,NCR2 Metro Manila East,2647,30,23
2024-09-24,NCR,NCR2 Metro Manila East,2680,41,34
2024-09-24,NOL,NOL5 Bulacan,903,67,57
2024-09-24,SOL,SOL1 Laguna/Tanay,20,47,41
2024-09-24,SOL,SOL2 Cavite,273,38,37
2024-09-24,SOL,SOL2 Cavite,1476,58,47
2024-09-24,SOL,SOL2 Cavite,1705,43,39
2024-09-24,SOL,SOL2 Cavite,2268,54,41
2024-09-25,NCR,NCR1 Metro Manila West,9,52,41
2024-09-25,NCR,NCR1 Metro Manila West,11,44,39
2024-09-25,NCR,NCR1 Metro Manila West,13,52,45
2024-09-25,NCR,NCR1 Metro Manila West,434,91,75
2024-09-25,NCR,NCR1 Metro Manila West,1707,50,40
2024-09-25,NCR,NCR1 Metro Manila West,1770,41,35
2024-09-25,NCR,NCR1 Metro Manila West,2180,42,39
2024-09-25,NCR,NCR1 Metro Manila West,2266,75,60
2024-09-25,NCR,NCR1 Metro Manila West,3062,45,41
2024-09-25,NCR,NCR2 Metro Manila East,7,93,82
2024-09-25,NCR,NCR2 Metro Manila East,18,58,52
2024-09-25,NCR,NCR2 Metro Manila East,19,47,38
2024-09-25,NCR,NCR2 Metro Manila East,1232,42,33
2024-09-25,NCR,NCR2 Metro Manila East,1242,67,53
2024-09-25,NCR,NCR2 Metro Manila East,1365,65,56
2024-09-25,NCR,NCR2 Metro Manila East,2201,93,81
2024-09-25,NCR,NCR2 Metro Manila East,2384,46,42
2024-09-25,NCR,NCR2 Metro Manila East,2647,55,46
2024-09-25,NCR,NCR2 Metro Manila East,2680,51,47
2024-09-25,NOL,NOL5 Bulacan,903,72,63
2024-09-25,SOL,SOL1 Laguna/Tanay,20,47,40
2024-09-25,SOL,SOL2 Cavite,273,43,34
2024-09-25,SOL,SOL2 Cavite,1476,44,40
2024-09-25,SOL,SOL2 Cavite,1705,56,46
2024-09-25,SOL,SOL2 Cavite,2268,62,48
2024-09-26,NCR,NCR1 Metro Manila West,9,40,37
2024-09-26,NCR,NCR1 Metro Manila West,11,42,38
2024-09-26,NCR,NCR1 Metro Manila West,13,56,47
2024-09-26,NCR,NCR1 Metro Manila West,434,116,90
2024-09-26,NCR,NCR1 Metro Manila West,1707,90,83
2024-09-26,NCR,NCR1 Metro Manila West,1770,58,43
2024-09-26,NCR,NCR1 Metro Manila West,2180,51,42
2024-09-26,NCR,NCR1 Metro Manila West,2266,86,75
2024-09-26,NCR,NCR1 Metro Manila West,3062,68,62
2024-09-26,NCR,NCR2 Metro Manila East,7,118,89
2024-09-26,NCR,NCR2 Metro Manila East,18,64,57
2024-09-26,NCR,NCR2 Metro Manila East,19,65,55
2024-09-26,NCR,NCR2 Metro Manila East,1232,49,40
2024-09-26,NCR,NCR2 Metro Manila East,1242,96,77
2024-09-26,NCR,NCR2 Metro Manila East,1365,81,69
2024-09-26,NCR,NCR2 Metro Manila East,2201,98,83
2024-09-26,NCR,NCR2 Metro Manila East,2384,60,51
2024-09-26,NCR,NCR2 Metro Manila East,2647,73,59
2024-09-26,NCR,NCR2 Metro Manila East,2680,54,43
2024-09-26,NOL,NOL5 Bulacan,903,74,65
2024-09-26,SOL,SOL1 Laguna/Tanay,20,63,52
2024-09-26,SOL,SOL2 Cavite,273,47,40
2024-09-26,SOL,SOL2 Cavite,1476,54,47
2024-09-26,SOL,SOL2 Cavite,1705,56,48
2024-09-26,SOL,SOL2 Cavite,2268,69,54
2024-09-27,NCR,NCR1 Metro Manila West,9,40,30
2024-09-27,NCR,NCR1 Metro Manila West,11,40,34
2024-09-27,NCR,NCR1 Metro Manila West,13,63,57
2024-09-27,NCR,NCR1 Metro Manila West,434,107,86
2024-09-27,NCR,NCR1 Metro Manila West,1707,56,46
2024-09-27,NCR,NCR1 Metro Manila West,1770,50,44
2024-09-27,NCR,NCR1 Metro Manila West,2180,45,39
2024-09-27,NCR,NCR1 Metro Manila West,2266,76,66
2024-09-27,NCR,NCR1 Metro Manila West,3062,50,43
2024-09-27,NCR,NCR2 Metro Manila East,7,103,81
2024-09-27,NCR,NCR2 Metro Manila East,18,69,59
2024-09-27,NCR,NCR2 Metro Manila East,19,35,32
2024-09-27,NCR,NCR2 Metro Manila East,1232,54,47
2024-09-27,NCR,NCR2 Metro Manila East,1242,75,61
2024-09-27,NCR,NCR2 Metro Manila East,1365,82,67
2024-09-27,NCR,NCR2 Metro Manila East,2201,106,78
2024-09-27,NCR,NCR2 Metro Manila East,2384,43,35
2024-09-27,NCR,NCR2 Metro Manila East,2647,48,37
2024-09-27,NCR,NCR2 Metro Manila East,2680,59,53
2024-09-27,NOL,NOL5 Bulacan,903,77,61
2024-09-27,SOL,SOL1 Laguna/Tanay,20,46,34
2024-09-27,SOL,SOL2 Cavite,273,32,26
2024-09-27,SOL,SOL2 Cavite,1476,37,33
2024-09-27,SOL,SOL2 Cavite,1705,79,64
2024-09-27,SOL,SOL2 Cavite,2268,67,62
2024-09-28,NCR,NCR1 Metro Manila West,9,32,26
2024-09-28,NCR,NCR1 Metro Manila West,11,36,28
2024-09-28,NCR,NCR1 Metro Manila West,13,57,47
2024-09-28,NCR,NCR1 Metro Manila West,434,87,75
2024-09-28,NCR,NCR1 Metro Manila West,1707,52,46
2024-09-28,NCR,NCR1 Metro Manila West,1770,35,30
2024-09-28,NCR,NCR1 Metro Manila West,2180,34,34
2024-09-28,NCR,NCR1 Metro Manila West,2266,84,79
2024-09-28,NCR,NCR1 Metro Manila West,3062,69,59
2024-09-28,NCR,NCR2 Metro Manila East,7,85,64
2024-09-28,NCR,NCR2 Metro Manila East,18,48,38
2024-09-28,NCR,NCR2 Metro Manila East,19,44,37
2024-09-28,NCR,NCR2 Metro Manila East,1232,43,35
2024-09-28,NCR,NCR2 Metro Manila East,1242,55,46
2024-09-28,NCR,NCR2 Metro Manila East,1365,62,51
2024-09-28,NCR,NCR2 Metro Manila East,2201,62,49
2024-09-28,NCR,NCR2 Metro Manila East,2384,47,38
2024-09-28,NCR,NCR2 Metro Manila East,2647,50,44
2024-09-28,NCR,NCR2 Metro Manila East,2680,43,36
2024-09-28,NOL,NOL5 Bulacan,903,61,55
2024-09-28,SOL,SOL1 Laguna/Tanay,20,55,46
2024-09-28,SOL,SOL2 Cavite,273,39,32
2024-09-28,SOL,SOL2 Cavite,1476,30,28
2024-09-28,SOL,SOL2 Cavite,1705,60,51
2024-09-28,SOL,SOL2 Cavite,2268,67,55
2024-09-29,NCR,NCR1 Metro Manila West,9,36,32
2024-09-29,NCR,NCR1 Metro Manila West,11,34,31
2024-09-29,NCR,NCR1 Metro Manila West,13,53,47
2024-09-29,NCR,NCR1 Metro Manila West,434,92,76
2024-09-29,NCR,NCR1 Metro Manila West,1707,37,34
2024-09-29,NCR,NCR1 Metro Manila West,1770,44,38
2024-09-29,NCR,NCR1 Metro Manila West,2180,54,45
2024-09-29,NCR,NCR1 Metro Manila West,2266,61,60
2024-09-29,NCR,NCR1 Metro Manila West,3062,60,47
2024-09-29,NCR,NCR2 Metro Manila East,7,76,60
2024-09-29,NCR,NCR2 Metro Manila East,18,61,50
2024-09-29,NCR,NCR2 Metro Manila East,19,55,46
2024-09-29,NCR,NCR2 Metro Manila East,1232,42,38
2024-09-29,NCR,NCR2 Metro Manila East,1242,50,41
2024-09-29,NCR,NCR2 Metro Manila East,1365,75,59
2024-09-29,NCR,NCR2 Metro Manila East,2201,66,59
2024-09-29,NCR,NCR2 Metro Manila East,2384,53,49
2024-09-29,NCR,NCR2 Metro Manila East,2647,37,34
2024-09-29,NCR,NCR2 Metro Manila East,2680,44,37
2024-09-29,NOL,NOL5 Bulacan,903,57,48
2024-09-29,SOL,SOL1 Laguna/Tanay,20,54,45
2024-09-29,SOL,SOL2 Cavite,273,38,32
2024-09-29,SOL,SOL2 Cavite,1476,39,35
2024-09-29,SOL,SOL2 Cavite,1705,43,33
2024-09-29,SOL,SOL2 Cavite,2268,46,37
2024-09-30,NCR,NCR1 Metro Manila West,9,63,52
2024-09-30,NCR,NCR1 Metro Manila West,11,39,32
2024-09-30,NCR,NCR1 Metro Manila West,13,46,42
2024-09-30,NCR,NCR1 Metro Manila West,434,100,80
2024-09-30,NCR,NCR1 Metro Manila West,1707,59,48
2024-09-30,NCR,NCR1 Metro Manila West,1770,42,36
2024-09-30,NCR,NCR1 Metro Manila West,2180,57,43
2024-09-30,NCR,NCR1 Metro Manila West,2266,99,82
2024-09-30,NCR,NCR1 Metro Manila West,3062,40,34
2024-09-30,NCR,NCR2 Metro Manila East,7,98,75
2024-09-30,NCR,NCR2 Metro Manila East,18,48,37
2024-09-30,NCR,NCR2 Metro Manila East,19,49,42
2024-09-30,NCR,NCR2 Metro Manila East,1232,61,51
2024-09-30,NCR,NCR2 Metro Manila East,1242,82,66
2024-09-30,NCR,NCR2 Metro Manila East,1365,85,69
2024-09-30,NCR,NCR2 Metro Manila East,2201,74,57
2024-09-30,NCR,NCR2 Metro Manila East,2384,52,48
2024-09-30,NCR,NCR2 Metro Manila East,2647,45,40
2024-09-30,NCR,NCR2 Metro Manila East,2680,47,44
2024-09-30,NOL,NOL5 Bulacan,903,80,71
2024-09-30,SOL,SOL1 Laguna/Tanay,20,52,45
2024-09-30,SOL,SOL2 Cavite,273,44,41
2024-09-30,SOL,SOL2 Cavite,1476,44,39
2024-09-30,SOL,SOL2 Cavite,1705,45,40
2024-09-30,SOL,SOL2 Cavite,2268,69,58
2024-10-01,NCR,NCR1 Metro Manila West,9,32,26
2024-10-01,NCR,NCR1 Metro Manila West,11,21,19
2024-10-01,NCR,NCR1 Metro Manila West,13,32,25
2024-10-01,NCR,NCR1 Metro Manila West,434,94,72
2024-10-01,NCR,NCR1 Metro Manila West,1707,44,40
2024-10-01,NCR,NCR1 Metro Manila West,1770,36,30
2024-10-01,NCR,NCR1 Metro Manila West,2180,41,32
2024-10-01,NCR,NCR1 Metro Manila West,2266,53,44
2024-10-01,NCR,NCR1 Metro Manila West,3062,46,34
2024-10-01,NCR,NCR2 Metro Manila East,7,102,81
2024-10-01,NCR,NCR2 Metro Manila East,18,62,48
2024-10-01,NCR,NCR2 Metro Manila East,19,53,40
2024-10-01,NCR,NCR2 Metro Manila East,1232,53,41
2024-10-01,NCR,NCR2 Metro Manila East,1242,76,58
2024-10-01,NCR,NCR2 Metro Manila East,1365,46,41
2024-10-01,NCR,NCR2 Metro Manila East,2201,72,56
2024-10-01,NCR,NCR2 Metro Manila East,2384,35,30
2024-10-01,NCR,NCR2 Metro Manila East,2647,44,36
2024-10-01,NCR,NCR2 Metro Manila East,2680,45,36
2024-10-01,NOL,NOL5 Bulacan,903,79,66
2024-10-01,SOL,SOL1 Laguna/Tanay,20,46,37
2024-10-01,SOL,SOL2 Cavite,273,37,28
2024-10-01,SOL,SOL2 Cavite,1476,32,25
2024-10-01,SOL,SOL2 Cavite,1705,48,41
2024-10-01,SOL,SOL2 Cavite,2268,54,44
2024-10-02,NCR,NCR1 Metro Manila West,9,50,42
2024-10-02,NCR,NCR1 Metro Manila West,11,46,42
2024-10-02,NCR,NCR1 Metro Manila West,13,56,46
2024-10-02,NCR,NCR1 Metro Manila West,434,117,92
2024-10-02,NCR,NCR1 Metro Manila West,1707,48,35
2024-10-02,NCR,NCR1 Metro Manila West,1770,54,39
2024-10-02,NCR,NCR1 Metro Manila West,2180,43,40
2024-10-02,NCR,NCR1 Metro Manila West,2266,84,76
2024-10-02,NCR,NCR1 Metro Manila West,3062,54,42
2024-10-02,NCR,NCR2 Metro Manila East,7,111,87
2024-10-02,NCR,NCR2 Metro Manila East,18,67,50
2024-10-02,NCR,NCR2 Metro Manila East,19,40,33
2024-10-02,NCR,NCR2 Metro Manila East,1232,44,35
2024-10-02,NCR,NCR2 Metro Manila East,1242,78,64
2024-10-02,NCR,NCR2 Metro Manila East,1365,71,60
2024-10-02,NCR,NCR2 Metro Manila East,2201,55,40
2024-10-02,NCR,NCR2 Metro Manila East,2384,37,34
2024-10-02,NCR,NCR2 Metro Manila East,2647,44,38
2024-10-02,NCR,NCR2 Metro Manila East,2680,37,35
2024-10-02,NOL,NOL5 Bulacan,903,32,29
2024-10-02,SOL,SOL1 Laguna/Tanay,20,50,42
2024-10-02,SOL,SOL2 Cavite,273,36,31
2024-10-02,SOL,SOL2 Cavite,1476,53,45
2024-10-02,SOL,SOL2 Cavite,1705,57,45
2024-10-02,SOL,SOL2 Cavite,2268,51,46
2024-10-03,NCR,NCR1 Metro Manila West,9,51,44
2024-10-03,NCR,NCR1 Metro Manila West,11,38,31
2024-10-03,NCR,NCR1 Metro Manila West,13,62,48
2024-10-03,NCR,NCR1 Metro Manila West,434,94,77
2024-10-03,NCR,NCR1 Metro Manila West,1707,64,55
2024-10-03,NCR,NCR1 Metro Manila West,1770,51,44
2024-10-03,NCR,NCR1 Metro Manila West,2180,51,45
2024-10-03,NCR,NCR1 Metro Manila West,2266,91,78
2024-10-03,NCR,NCR1 Metro Manila West,3062,59,47
2024-10-03,NCR,NCR2 Metro Manila East,7,123,96
2024-10-03,NCR,NCR2 Metro Manila East,18,58,45
2024-10-03,NCR,NCR2 Metro Manila East,19,65,55
2024-10-03,NCR,NCR2 Metro Manila East,1232,48,41
2024-10-03,NCR,NCR2 Metro Manila East,1242,92,73
2024-10-03,NCR,NCR2 Metro Manila East,1365,80,68
2024-10-03,NCR,NCR2 Metro Manila East,2201,66,59
2024-10-03,NCR,NCR2 Metro Manila East,2384,68,56
2024-10-03,NCR,NCR2 Metro Manila East,2647,55,48
2024-10-03,NCR,NCR2 Metro Manila East,2680,31,28
2024-10-03,NOL,NOL5 Bulacan,903,69,60
2024-10-03,SOL,SOL1 Laguna/Tanay,20,68,57
2024-10-03,SOL,SOL2 Cavite,273,54,44
2024-10-03,SOL,SOL2 Cavite,1476,55,49
2024-10-03,SOL,SOL2 Cavite,1705,50,45
2024-10-03,SOL,SOL2 Cavite,2268,57,46
2024-10-04,NCR,NCR1 Metro Manila West,9,53,49
2024-10-04,NCR,NCR1 Metro Manila West,11,63,53
2024-10-04,NCR,NCR1 Metro Manila West,13,53,47
2024-10-04,NCR,NCR1 Metro Manila West,434,94,76
2024-10-04,NCR,NCR1 Metro Manila West,1707,55,49
2024-10-04,NCR,NCR1 Metro Manila West,1770,55,50
2024-10-04,NCR,NCR1 Metro Manila West,2180,57,46
2024-10-04,NCR,NCR1 Metro Manila West,2266,83,70
2024-10-04,NCR,NCR1 Metro Manila West,3062,43,38
2024-10-04,NCR,NCR2 Metro Manila East,7,97,79
2024-10-04,NCR,NCR2 Metro Manila East,18,66,57
2024-10-04,NCR,NCR2 Metro Manila East,19,54,50
2024-10-04,NCR,NCR2 Metro Manila East,1232,31,26
2024-10-04,NCR,NCR2 Metro Manila East,1242,85,77
2024-10-04,NCR,NCR2 Metro Manila East,1365,83,73
2024-10-04,NCR,NCR2 Metro Manila East,2201,62,48
2024-10-04,NCR,NCR2 Metro Manila East,2384,53,51
2024-10-04,NCR,NCR2 Metro Manila East,2647,46,39
2024-10-04,NCR,NCR2 Metro Manila East,2680,45,42
2024-10-04,NOL,NOL5 Bulacan,903,74,62
2024-10-04,SOL,SOL1 Laguna/Tanay,20,56,52
2024-10-04,SOL,SOL2 Cavite,273,45,40
2024-10-04,SOL,SOL2 Cavite,1476,32,29
2024-10-04,SOL,SOL2 Cavite,1705,60,55
2024-10-04,SOL,SOL2 Cavite,2268,65,55
2024-10-05,NCR,NCR1 Metro Manila West,9,37,33
2024-10-05,NCR,NCR1 Metro Manila West,11,36,21
2024-10-05,NCR,NCR1 Metro Manila West,13,68,61
2024-10-05,NCR,NCR1 Metro Manila West,434,66,58
2024-10-05,NCR,NCR1 Metro Manila West,1707,63,57
2024-10-05,NCR,NCR1 Metro Manila West,1770,44,36
2024-10-05,NCR,NCR1 Metro Manila West,2180,55,48
2024-10-05,NCR,NCR1 Metro Manila West,2266,89,80
2024-10-05,NCR,NCR1 Metro Manila West,3062,78,65
2024-10-05,NCR,NCR2 Metro Manila East,7,95,79
2024-10-05,NCR,NCR2 Metro Manila East,18,70,55
2024-10-05,NCR,NCR2 Metro Manila East,19,60,53
2024-10-05,NCR,NCR2 Metro Manila East,1232,52,45
2024-10-05,NCR,NCR2 Metro Manila East,1242,57,48
2024-10-05,NCR,NCR2 Metro Manila East,1365,88,75
2024-10-05,NCR,NCR2 Metro Manila East,2201,62,50
2024-10-05,NCR,NCR2 Metro Manila East,2384,55,49
2024-10-05,NCR,NCR2 Metro Manila East,2647,59,52
2024-10-05,NCR,NCR2 Metro Manila East,2680,34,30
2024-10-05,NOL,NOL5 Bulacan,903,72,62
2024-10-05,SOL,SOL1 Laguna/Tanay,20,52,42
2024-10-05,SOL,SOL2 Cavite,273,49,45
2024-10-05,SOL,SOL2 Cavite,1476,42,34
2024-10-05,SOL,SOL2 Cavite,1705,67,58
2024-10-05,SOL,SOL2 Cavite,2268,78,63
2024-10-06,NCR,NCR1 Metro Manila West,9,44,35
2024-10-06,NCR,NCR1 Metro Manila West,11,40,36
2024-10-06,NCR,NCR1 Metro Manila West,13,39,33
2024-10-06,NCR,NCR1 Metro Manila West,434,30,25
2024-10-06,NCR,NCR1 Metro Manila West,1707,37,30
2024-10-06,NCR,NCR1 Metro Manila West,1770,44,41
2024-10-06,NCR,NCR1 Metro Manila West,2180,44,35
2024-10-06,NCR,NCR1 Metro Manila West,2266,68,60
2024-10-06,NCR,NCR1 Metro Manila West,3062,38,33
2024-10-06,NCR,NCR2 Metro Manila East,7,77,66
2024-10-06,NCR,NCR2 Metro Manila East,18,50,45
2024-10-06,NCR,NCR2 Metro Manila East,19,34,31
2024-10-06,NCR,NCR2 Metro Manila East,1232,38,33
2024-10-06,NCR,NCR2 Metro Manila East,1242,53,45
2024-10-06,NCR,NCR2 Metro Manila East,1365,55,51
2024-10-06,NCR,NCR2 Metro Manila East,2201,49,41
2024-10-06,NCR,NCR2 Metro Manila East,2384,49,45
2024-10-06,NCR,NCR2 Metro Manila East,2647,58,49
2024-10-06,NCR,NCR2 Metro Manila East,2680,42,37
2024-10-06,NOL,NOL5 Bulacan,903,75,66
2024-10-06,SOL,SOL1 Laguna/Tanay,20,43,36
2024-10-06,SOL,SOL2 Cavite,273,35,25
2024-10-06,SOL,SOL2 Cavite,1476,70,58
2024-10-06,SOL,SOL2 Cavite,1705,51,48
2024-10-06,SOL,SOL2 Cavite,2268,49,37
2024-10-07,NCR,NCR1 Metro Manila West,9,65,56
2024-10-07,NCR,NCR1 Metro Manila West,11,55,49
2024-10-07,NCR,NCR1 Metro Manila West,13,65,58
2024-10-07,NCR,NCR1 Metro Manila West,434,94,75
2024-10-07,NCR,NCR1 Metro Manila West,1707,72,65
2024-10-07,NCR,NCR1 Metro Manila West,1770,46,36
2024-10-07,NCR,NCR1 Metro Manila West,2180,56,48
2024-10-07,NCR,NCR1 Metro Manila West,2266,86,73
2024-10-07,NCR,NCR1 Metro Manila West,3062,74,62
2024-10-07,NCR,NCR2 Metro Manila East,7,104,78
2024-10-07,NCR,NCR2 Metro Manila East,18,73,58
2024-10-07,NCR,NCR2 Metro Manila East,19,48,44
2024-10-07,NCR,NCR2 Metro Manila East,1232,50,40
2024-10-07,NCR,NCR2 Metro Manila East,1242,79,69
2024-10-07,NCR,NCR2 Metro Manila East,1365,94,82
2024-10-07,NCR,NCR2 Metro Manila East,2201,62,50
2024-10-07,NCR,NCR2 Metro Manila East,2384,52,49
2024-10-07,NCR,NCR2 Metro Manila East,2647,42,34
2024-10-07,NCR,NCR2 Metro Manila East,2680,51,48
2024-10-07,NOL,NOL5 Bulacan,903,62,53
2024-10-07,SOL,SOL1 Laguna/Tanay,20,69,55
2024-10-07,SOL,SOL2 Cavite,273,46,37
2024-10-07,SOL,SOL2 Cavite,1476,43,39
2024-10-07,SOL,SOL2 Cavite,1705,73,61
